Company Name,Website,City,Address,Company Stage,Focus Areas,Description,Validation_Source,original_index
Integrated Endoscopy,https://iescope.com/,Irvine,,,Reusable Arthroscopes,,BPG,1125
Integrated Research Associates,https://www.integratedresearchassociates.com/,San Rafael,,,Infectious Disease Treatment Products,,BPG,1126
Intellia Therapeutics,https://www.intelliatx.com,,,,,"Intellia Therapeutics, Inc. is an American clinical-stage biotechnology company focused on developing novel, potentially curative therapeutics leveraging CRISPR-based technologies.",Wikipedia,1127
Intelligent Therapeutics,https://inteltherapeutics.com/,La Jolla,,,Antibodies and antibody-like molecules,,BPG,1128
InterVene,https://intervene-med.com/,Redwood City,,,Catheter based therapy,,BPG,1129
InterVenn BioSciences,https://intervenn.com/,South SF,,,Cancer Diagnostic,,BPG,1130
Intercept Pharmaceuticals,https://www.interceptpharma.com/,San Diego,,,Small Molecules,,BPG,1131
Interdict,https://www.interdictbio.com/,San Francisco,,,Small Molecules,,BPG,1132
International Process Solutions,https://ips-us.com/,Irvine,,,"Calibration, validation, preventative maintenance, and data management services",,BPG,1133
International Stem Cell,https://www.internationalstemcell.com/,Carlsbad,,,Proprietary Stem Cell Induction,,BPG,1134
Intraop Medical,https://intraop.com/,Sunnyvale,,,Radiation therapy during surgery,,BPG,1135
Intratus,https://www.intratus.com/,San Diego,,,Non-invasive drug delivery platform technologies,,BPG,1136
Intrinsic LifeSciences,https://www.intrinsiclifesciences.com/,La Jolla,,,In-Vitro Diagnostics,,BPG,1137
Intuitive Surgical,https://www.intuitive.com/en-us,Sunnyvale,,,Medical Devices,,BPG,1138
Intune,https://www.intune.bio/,Pasadena,,,"IVD or medical device product development, analytical & clinical validation, regulatory approval",,BPG,1139
InvVax,https://www.inv-vax.com/,Pasadena,,,Flu Virus Technology,,BPG,1140
Invenio Imaging,https://www.invenio-imaging.com/,Santa Clara,,,"Histology, Cavity Sampling",,BPG,1141
Invert,https://invertbio.com/,San Francisco,,,Software product for bioprocess development and scale-up,,BPG,1142
Invicta Medical,https://www.resterasleep.com/,Santa Clara,,,Neurostimulation wearables for sleep apnea,,BPG,1143
Invitrx Therapeutics,https://invitrx.com/,Lake Forest,,,"Autologous Stem Cell Therapy, Therapeutic & Cosmetic",,BPG,1144
InvivoGen,https://www.invivogen.com/,San Diego,,,Life Science Reagents,,BPG,1145
Iolyx Therapeutics,https://iolyx.com/,Burlingame,,,Ophthalmology Therapies,,BPG,1146
Ion Dx,https://www.iondx.com/,Monterey,,,"Ion Mobility Spectrometer, Associated Services",,BPG,1147
Ionis Pharmaceuticals,https://ionis.com/,Carlsbad,,,RNA,,BPG,1148
Iovance Biotherapeutics,https://www.iovance.com/,San Carlos,,,Adoptive Cell Therapy,,BPG,1149
Iris Medicine,https://irismedicine.com/,Berkeley,,,Small Binding RNA,,BPG,1150
Ironfist Therapeutics,https://ironfisttx.com/,Redwood City,,,Radiopharmaceuticals,,BPG,1151
Irvine Clinical Research,https://www.irvineclinical.com/,Irvine,,,Clinical Trials,,BPG,1152
Isolation Bio,https://isolationbio.com/,Palo Alto,,,Microbial Cultivation Device,,BPG,1153
JADBio,https://jadbio.com/,Los Angeles,,,Machine Learning Data Analysis,,BPG,1154
JOINN Biologics,https://www.joinnbio.com/,Richmond,,,Biologics CDMO,,BPG,1155
JSR Life Sciences,https://www.jsrlifesciences.com/,Sunnyvale,,,"Cell culture, separations equipment & reagents",,BPG,1156
Jaan Biotherapeutics,https://jaanbio.com/,San Diego,,,Adeno-associated viral delivery of microRNA inhibitors,,BPG,1157
Jade Biosciences,https://jadebiosciences.com/,San Francisco,,,Autoimmune Therapies,,BPG,1158
JadeBio,http://www.jadebio.com/,La Jolla,,,Contract Protein Analysis,,BPG,1159
Janux Therapeutics,https://www.januxrx.com/,San Diego,,,Immunotherapies for Cancer,,BPG,1160
Jasper Therapeutics,https://jaspertx.com/,Redwood City,,,Humanized Monoclonal Antibody,,BPG,1161
Jaya Biosciences,https://www.jayabio.com/,South SF,,,CNS-directed gene therapies,,BPG,1162
Jazz Pharmaceuticals,https://www.jazzpharma.com/,Palo Alto,,,Small Molecules,,BPG,1163
JenaValve,https://jenavalve.com/,Irvine,,,Transcatheter aortic valve replacement system,,BPG,1164
JeniVision,https://jenivision.com/,Irvine,,,"Ophthalmology therapies, non-invasive ocular therapies",,BPG,1165
Johnson & Johnson,https://www.jnj.com,,,,,"Johnson & Johnson (J&J) is an American multinational pharmaceutical, biotechnology, and medical technologies corporation headquartered in New Brunswick, New Jersey, and publicly traded on the New Y...",Wikipedia,1166
Johnson and Johnson Innovative Medicine,https://innovativemedicine.jnj.com/,San Diego,,,"Small Molecules, Biologics",,BPG,1167
Jones Pharma,http://www.thrombin-jmi.com/,,,,,"Jones Pharma is a specialty pharmaceuticals manufacturer and marketer based in St. Louis, Missouri. The company was founded on March 16, 1981, by Dennis M.",Wikipedia,1168
Jumpcode Genomics,https://www.jumpcodegenomics.com/,San Diego,,,CRISPR Genomic Technology,,BPG,1169
Junevity,https://www.junevity.com/,San Francisco,,,Long-lasting siRNA Therapies,,BPG,1170
Juno Therapeutics,https://www.bms.com/,,,,,"Juno Therapeutics, Inc.",Wikipedia,1171
Jupiter Endovascular,https://jupiterendo.com/,Menlo Park,,,Endovascular Device for Pulmonary Embolism,,BPG,1172
Juvena Therapeutics,https://www.juvenatherapeutics.com/,Redwood City,,,Tissue Regeneration & Repair,,BPG,1173
KARE Biosciences,https://karebio.com/,Orange,,,Repurposed Drugs,,BPG,1174
KARL STORZ Endoscopy,https://www.karlstorz.com/us/en/index.htm?target=,El Segundo,,,Endoscopy,,BPG,1175
KB Medical Group,https://www.kbmed.com/,Irvine,,,"Infusion, blood collection, clinical products",,BPG,1176
KDx Diagnostics,https://kdxdiagnostics.com/,Los Gatos,,,Diagnostics,,BPG,1177
KHN Solutions/BACTrack,https://www.bactrack.com/,San Francisco,,,BAC meter,,BPG,1178
Kadmon Corporation,https://kadmon.com,,,,,"Kadmon Corporation (originally Kadmon Pharmaceuticals) is a biopharmaceutical company based in New York City. It also has operations in Warrendale, PA and Brighton, MA.",Wikipedia,1179
Kaer Biotherapeutics,https://www.kaerbio.com/,Escondido,,,Generation and delivery of respirable aerosols,,BPG,1180
Kailera Therapeutics,https://www.kailera.com/,San Diego,,,"Peptides, Small Molecules",,BPG,1181
Kainomyx,https://www.kainomyx.com,Mountain View,,,Malaria and parasitic diseases,,BPG,1182
Kairos Pharma,https://kairospharma.com/,Los Angeles,,,"Cell Therapy, Antibodies, Small Molecules",,BPG,1183
Kamau Therapeutics,https://kamautx.com/,South SF,,,Gene Correction Technology,,BPG,1185
KannaLife,http://kannalife.com/,,,,,"Kannalife Sciences Inc. , a subsidiary of Neuropathix, Inc., is a bio-pharmaceutical and phyto-medical company based in Doylestown, Pennsylvania founded by Dean Petkanas and Thoma Kikis.",Wikipedia,1186
Kardigan,https://www.kardigan.bio/,South SF,,,Seems to be Small Molecules,,BPG,1187
Karius,https://kariusdx.com/,Redwood City,,,Diagnostics,,BPG,1188
Kartos Therapeutics,https://www.kartosthera.com/,Redwood City,,,Oral MDM2 Inhibitor,,BPG,1189
Kelaroo,https://www.kelaroo.com/,San Diego,,,Software for Biopharm Companies,,BPG,1190
Kelliop,http://www.kelliop.com/,Newark,,,Diagnostic Reader,,BPG,1191
Kenai Therapeutics,https://www.kenaitx.com/,San Diego,,,iPSC dopamine progenitor,,BPG,1192
Kerna Labs,https://kernalabs.ai/,San Francisco,,,AI and high-throughput biology - RNA therapeutics,,BPG,1193
Kernel Flow,https://www.kernel.com/,Culver City,,,Brain Scan Device,,BPG,1194
Keylika,https://www.keylika.com/,San Francisco,,,Transdermal Iron Patch,,BPG,1195
Kezar Life Sciences,https://kezarlifesciences.com/,South SF,,,Therapies for autoimmune disorders,,BPG,1196
Khloris Biosciences,https://www.khlorisbiosciences.com/,San Jose,,,iPSC Library,,BPG,1197
Kimia Therapeutics,https://www.kimiatx.com/,Berkeley,,,Treatment for metabolic disease,,BPG,1198
Kinamed,https://www.kinamed.com/,Camarillo,,,"Implants, Surgical Tools",,BPG,1199
Kinetic Concepts,http://www.kci1.com,,,,,"Kinetic Concepts, Inc., (KCI) is a global corporation that produces medical technology related to wounds and wound healing.",Wikipedia,1200
Kinovate,https://www.kinovate.com/,Oceanside,,,Polymeric Supports for Nucleotide Synthesis,,BPG,1201
Kiora Pharmaceuticals,https://kiorapharma.com/,Encinitas,,,"Drug Delivery, Ocular Drugs",,BPG,1202
Kite Pharma,https://www.kitepharma.com/,El Segundo,,,"Engineered Autologous T Cell Therapy, CAR-T",,BPG,1203
Kivu Bioscience,https://kivubioscience.com/,San Francisco,,,ADCs,,BPG,1204
KlyneAI,https://www.klyne.ai/,San Francisco,,,CRO for in silico hit discovery,,BPG,1205
Kodiak Sciences,https://kodiak.com/,Palo Alto,,,Long acting retinal medicines,,BPG,1206
Koliber Biosciences,https://koliberbio.com/,San Diego,,,Services,,BPG,1207
Konan Medical,https://konanmedical.com/,Irvine,,,Ophthalmic Diagnostics,,BPG,1208
Koya Medical,https://www.koyamedical.com/,Oakland,,,Active continuous sequential compression treatment,,BPG,1209
Kriya Therapeutics,https://kriyatherapeutics.com/,Redwood City,,,Gene Therapy,,BPG,1210
Kryptos Biotechnologies,https://kryptosbio.com/,Hayward,,,Diagnostics,,BPG,1211
Kumquat Biosciences,https://kumquatbiosciences.com/,San Diego,,,Cancer Therapies,,BPG,1212
Kura Oncology,https://kuraoncology.com/,San Diego,,,Small Molecules,,BPG,1213
KuriBio,https://www.kuribio.com/,San Francisco,,,Nanoparticles to treat B-cell lymphoma,,BPG,1214
Kurin,https://www.kurin.com/,San Diego,,,Blood Collection Technology,,BPG,1215
Kyowa Hakko Kirin,https://www.kyowakirin.com/index.html,La Jolla,,,Platform Drug Discovery Technology,,BPG,1216
Kyverna Therapeutics,https://kyvernatx.com/,Emeryville,,,Treg Cell Therapy for Autoimmune Diseases,,BPG,1217
LENZ Therapeutics,https://lenz-tx.com/,Del Mar,,,Ophthalmology Treatments,,BPG,1218
LGC Biosearch Technologies,https://www.biosearchtech.com/,Novato,,,"Reagents, Probes, Oligonucleotides",,BPG,1219
LGM Pharma,https://lgmpharma.com/,Irvine,,,"Sourcing, warehousing & distribution of quality CGMP APIs to pharma & biotech companies.",,BPG,1220
LIPAC Oncology,https://www.lipaconcology.com/,Menlo Park,,,Intravesical delivery,,BPG,1221
