Company Name,Website,City,Address,Company Stage,Focus Areas,Description,Validation_Source,original_index
Garner Biosolutions,https://www.garnerbio.com/,Hayward,,,Biospecimen Procurement,,BPG,954
Gate Bioscience,https://www.gatebio.com/,Brisbane,,,Molecular Gates,,BPG,955
Gator Bio,https://www.gatorbio.com/,Palo Alto,,,"Next-gen BLI technology for higher signal strength, wider detection range, greater regeneration capabilities.",,BPG,956
Gel Company,https://gelcompany.com/,San Francisco,,,Gel Imaging,,BPG,957
GemPharmatech,https://en.gempharmatech.com/,San Diego,,,Genetically Engineered Mouse Models,,BPG,958
GenBio,https://www.genbio.com/,San Diego,,,Medical Diagnostics,,BPG,959
GenCirq,https://www.gencirq.com/,San Diego,,,Engineered probiotic bacteria,,BPG,960
GenEdit,https://genedit.com/,Brisbane,,,Nonviral CRISPR-delivery system,,BPG,961
GenEndeavor,https://genendeavor.com/,Hayward,,,Diagnostics,,BPG,962
GenTarget,https://www.gentarget.com/,San Diego,,,"Cloning, Virals, Cell Reagents, etc.",,BPG,963
GenZum Life Sciences,https://genzum.com/,Los Angeles,,,Drug Development,,BPG,964
Genalyte,https://www.genalyte.com/,San Diego,,,Multiplexing Instruments,,BPG,965
Genascence,https://genascence.com/,Palo Alto,,,Musculoskeletal Gene Therapies,,BPG,966
GeneGenieDx,https://www.genegeniedx.com/company,Pleasanton,,,Developing scalable algorithms and assay solutions to address unmet needs in diagnosis,,BPG,967
GeneMed Biotechnologies,https://www.genemed.com/,Torrance,,,"Molecular Diagnostics, Tissue based diagnostics",,BPG,968
GeneTex,https://www.genetex.com/,Irvine,,,Research Antibodies,,BPG,969
Genefab,https://www.genefab.com/,Alameda,,,Gene Therapy Services,,BPG,970
Genelux,https://genelux.com/,Westlake Village,,,Oncolytic Virus,,BPG,971
Genentech,https://www.gene.com/,Oceanside,,,"Small Molecules, Biologics",,BPG,972
Gener8,https://www.gener8.net/,Carlsbad,,,"Medical Devices Prototyping, Engineering & Design; Biotech Consumables",,BPG,973
General Cardiac Technology,https://www.hearthugger.com,San Jose,,,Sternum support harness,,BPG,974
General Proximity,https://www.generalproximity.bio/,San Francisco,,,Induced-Proximity Medicines,,BPG,975
Generate:Biomedicines,https://spectrum.ieee.org/generate-biomedicines-emerges-from-stealth-mode-and-takes-aim-at-covid19,,,,,"Generate:Biomedicines is a biotechnology company founded in 2018 and headquartered in Cambridge, Massachusetts.",Wikipedia,976
