Company Name,Website,City,Address,Company Stage,Focus Areas,Description,Validation_Source,original_index
Perceive Biotherapeutics,https://perceivebio.com/,South SF,,,Ophthalmology Therapies,,BPG,1663
Perceptive Medical,https://www.perceptivemedical.com/,Newport Beach,,,Bedside system for critical care blood pressure management,,BPG,1664
Perrigo,https://www.perrigo.com,,,,,"Perrigo Company plc (Hebrew: פריגו) is an American Irish-registered manufacturer of private label over-the-counter pharmaceuticals, and while 70% of Perrigo's net sales are from the U.S.",Wikipedia,1666
Petal Surgical,https://www.petalsurgical.com/,Redwood City,,,Acoustic Liquefaction,,BPG,1670
Pharmaceutical Research and Manufacturers of America,https://www.phrma.org/,,,,,"Pharmaceutical Research and Manufacturers of America (PhRMA, pronounced /ˈfɑrmə/), formerly known as the Pharmaceutical Manufacturers Association, is an American trade group representing companies ...",Wikipedia,1674
Phibro Animal Health,https://www.pahc.com,,,,,Phibro Animal Health Corporation is an American animal health and mineral nutrition company.,Wikipedia,1681
Philidor Rx Services,http://www.philidorrxservices.com/,,,,,"Philidor Rx Services is a Pennsylvania-licensed specialty online pharmacy, which mainly sold Valeant Pharmaceuticals International Inc drugs directly to patients and handled insurance claims on the...",Wikipedia,1682
Phinomics,https://www.phinomics.com/,San Carlos,,,Circular DNA,,BPG,1683
Phylex BioSciences,http://www.phylexbio.com/,Del Mar,,,Vaccines,,BPG,1685
Piccolo Medical,https://www.piccolomedical.com/,San Francisco,,,Catheter Navigation Platform,,BPG,1687
Pimera,https://pimeratx.com/,San Diego,,,Treatments targeting dysregulated RNA polymerase I (Pol I) transcription in MYC-driven cancers,,BPG,1690
PinkDx,https://www.pinkdx.com/,Daly City,,,Female-Focused Diagnostics,,BPG,1691
Plexxikon,http://www.plexxikon.com,,,,,"Plexxikon is an American drug discovery company based in South San Francisco, California.",Wikipedia,1696
Polybiomics,https://www.polybiomics.com/,Oakland,,,Live Cell Analysis,,BPG,1702
Port Therapeutics,https://porttherapeutics.com/,Los Angeles,,,Unsure of business,,BPG,1704
Portola Pharmaceuticals,https://www.portola.com/,,,,,"Portola Pharmaceuticals is an American clinical stage biotechnology company that researches, develops, and commercializes drugs.",Wikipedia,1705
Poseidon,https://www.poseidon.bio/,Pasadena,,,Human Protein Scaffold Therapies,,BPG,1707
Postsurgical Therapeutics,https://www.pstherapeutics.com/,Irvine,,,Sustained & Controlled Drug Release Systems,,BPG,1708
Potrero Hill Therapeutics,https://potrerohilltherapeutics.com/,San Francisco,,,Portfolio of Drug Companies,,BPG,1709
Pragma Bio,https://www.pragmabio.com/,San Francisco,,,Microbial-derived small molecules,,BPG,1710
Prasco Laboratories,http://www.prasco.com,,,,,"Prasco is a pharmaceutical company headquartered in Cincinnati, Ohio, and founded in 2002 by E.",Wikipedia,1711
Precision Motion Health,https://www.precisionmotionhealth.com/,Carlsbad,,,Diagnosis of soft tissue injuries,,BPG,1713
Prellis Biologics,https://prellisbio.com/,Berkeley,,,"3D printed vasculature, Antibody Discovery Platform",,BPG,1718
Presidio Medical,https://presidiomedical.com/,South SF,,,Neuromodulation Technology,,BPG,1720
Prestige Consumer Healthcare,https://www.prestigebrands.com/,,,,,"Prestige Consumer Healthcare Inc. (formerly Prestige Brands, Inc.) is an American company that markets and distributes over-the-counter healthcare and household cleaning products.",Wikipedia,1721
Primmune Therapeutics,https://www.primmunerx.com/,Carlsbad,,,Small Molecules for Oncology,,BPG,1723
ProSciento,https://prosciento.com/,Chula Vista,,,"Clinical Research, Regulatory Development",,BPG,1729
ProciseDx,https://procisedx.com/,San Diego,,,Diagnostics,,BPG,1732
Procter & Gamble,http://www.pg.com/,,,,,"The Procter & Gamble Company (P&G) is an American multinational consumer goods corporation headquartered in Cincinnati, Ohio, and incorporated in Ohio.",Wikipedia,1733
Prodo Laboratories,https://prodolabs.com/,Aliso Viejo,,,Diabetes Research Products,,BPG,1735
Profluent,https://www.profluent.bio/,Emeryville,,,AI Protein Creation,,BPG,1736
Prolific Machines,https://www.prolific-machines.com/,Emeryville,,,Photomolecular platform for difficult-to-produce proteins,,BPG,1742
Protein Sciences,http://www.proteinsciences.com/,,,,,"Protein Sciences Corporation is a biotech company based in Meriden, Connecticut. The company develops and produces vaccines and biopharmaceuticals for use against influenza and other diseases.",Wikipedia,1752
Proteon Therapeutics,"http://www.proteontherapeutics.com%20Proteon%20Therapeutics,%20Inc.",,,,,"Proteon Therapeutics, Inc. is a developer of pharmaceuticals with offices in Waltham, Massachusetts and Kansas City, Missouri.",Wikipedia,1754
Protillion Biosciences,https://www.protillion.com/,Carlsbad,,,Therapeutic Protein Libraries,,BPG,1756
PulmoSIM Therapeutics,https://www.pulmosimtx.com/,San Francisco,,,Artificial intelligence bio-simulation platform,,BPG,1761
QED Bioscience,https://www.qedbio.com/,San Diego,,,Monoclonal/polyclonal antibodies and hybridoma/cell culture development and production services,,BPG,1771
Qinotto,https://www.qinotto.com/,San Carlos,,,Next-generation transport vehicles to deliver large molecule therapeutics to the brain,,BPG,1776
Qpex Biopharma,https://www.qpexbio.com/,San Diego,,,Anti-infectives,,BPG,1778
QuanDx,https://quandx.com/,San Jose,,,Molecular Diagnostics for Leukemia Fusion Genes,,BPG,1783
Quince Therapeutics,https://quincetx.com/,South SF,,,Alzheimer's treatment,,BPG,1790
ROSE Diagnostics,https://www.rose-dx.com/,Carlsbad,,,Biopsy Suite,,BPG,1801
RSIP Vision,https://www.rsipvision.com/,San Jose,,,Image analysis algorithms,,BPG,1802
Radiance Therapeutics,https://www.radiancetherapeutics.com/,Emeryville,,,Ophthalmic Applicator,,BPG,1804
Radionetics Oncology,https://radionetics.com/,San Diego,,,Radiopharmaceuticals,,BPG,1805
Rain Oncology,https://www.rainoncology.com/,Newark,,,Small Molecules,,BPG,1807
Rampart Health,https://ramparthealth.com/,San Diego,,,Multiplex Intra-tumoral Immunotherapy,,BPG,1809
Rancho BioSciences,https://ranchobiosciences.com/,San Diego,,,Curation of Health and Research Data,,BPG,1810
Range Biotechnologies,https://www.range.bio/,San Carlos,,,Proteomics,,BPG,1811
Ray Therapeutics,https://raytherapeutics.com/,Berkeley,,,Optogenetic Gene Therapy,,BPG,1814
RaySearch Laboratories,https://www.raysearchlabs.com/,Santa Clara,,,Cancer Research Software,,BPG,1815
