Company Name,Website,City,Address,Company Stage,Focus Areas,Description,Validation_Source,original_index
Abilita Therapeutics,https://abilitatx.com/,San Diego,,,Method for creating GPCR-targeting antibodies,,BPG,51
Abiocode,http://www.abiocode.com/,Agoura Hills,,,Research Antibodies,,BPG,52
Abiosciences,https://www.abiosciences.com/,South SF,,,"Single cell sequencing, bioinformatics, AI-aided molecular design",,BPG,53
Ablexis,https://www.ablexis.com/,San Diego,,,"In vivo monoclonal antibody discovery platform, engineered mice",,BPG,54
Abram Scientific,https://www.abramscientific.com/,South SF,,,Hemostasis Analysis,,BPG,55
Abterra Biosciences,https://abterrabio.com/,San Diego,,,Antibody Discovery & Services,,BPG,56
Acadia Pharmaceuticals,https://acadia.com/,San Diego,,,Small Molecules,,BPG,57
Accelagen,https://accelagen.com/,San Diego,,,Contract molecular biology work,,BPG,58
Accelero Biostructures,https://www.accelerobio.com/,San Carlos,,,High-throughput protein X-ray crystallography-driven drug discovery and structural biology solutions,,BPG,59
Acceleron Pharma,http://acceleronpharma.com,,,,,"Acceleron Pharma, Inc.",Wikipedia,60
AccendoWave,https://www.accendowave.com/,Poway,,,Pain Relief Headband,,BPG,61
AccuDava,http://accudava.com/,La Jolla,,,Diagnostic Kits,,BPG,62
AccuraGen,https://www.accuragen.com/,San Jose,,,Liquid Cancer Biopsy,,BPG,63
Accuray,https://www.accuray.com/,Sunnyvale,,,Directed Radiation Therapy,,BPG,64
Accurus Biosciences,http://accurusbio.com/web/,Richmond,,,Cellular & Antibody Services,,BPG,65
Accuryn Medical,https://accuryn.com/,Hayward,,,Patient monitoring systems and devices,,BPG,66
AceLink Therapeutics,https://acelinktherapeutics.com/,Newark,,,Clinical stage drug discovery & development company focusing on rare genetic diseases,,BPG,67
AcelaBio,https://acelabio.com/,San Diego,,,Histopathology and Precision Medicine Services for Global Clinical Trials,,BPG,68
Acelot,https://www.acelot.com/,South SF,,,Neurodegenerative Therapies,,BPG,69
Acepix Biosciences,https://acepixbio.com/,Union City,,,Cell based and histo-pathology products,,BPG,70
Acepodia,https://www.acepodia.com/,Alameda,,,Antibody-Cell Conjugation Therapy,,BPG,71
Achelois BioPharma,https://achelois.bio/,Redwood City,,,Molecular Velcro Antiviral Technology,,BPG,72
Achira,https://achira.ai/,San Francisco,,,Atomistic foundation simulation models to power the future of drug discovery,,BPG,73
Acme Bioscience,https://www.acmeca.com/index.html,Palo Alto,,,"Medicinal chemistry, custom synthesis",,BPG,74
Acorda Therapeutics,http://www.acorda.com/,,,,,"Acorda Therapeutics, Inc. is an American biotechnology company based in Pearl River, New York.",Wikipedia,75
Acrigen Biosciences,https://www.acrigen.com/,Berkeley,,,Precision Gene Editing Systems to harness the power of CRISPR for use in human therapeutics,,BPG,76
Acrobat Genomics,https://www.acrobatgenomics.com/,San Carlos,,,CRISPR Drug Discovery,,BPG,77
Actio Biosciences,https://actiobiosciences.com/,San Diego,,,Genetics Platform,,BPG,78
Active Motif,https://www.activemotif.com/,Carlsbad,,,Epigenetics Research products,,BPG,79
Actym Therapeutics,https://www.actymthera.com/,Berkeley,,,Microbial-based immunotherapy platform,,BPG,80
Acura Pharmaceuticals,http://acurapharm.com/,,,,,Acura Pharmaceuticals Inc. is a pharmaceutical company focused on the development and commercialization of deterrents to medication abuse and misuse.,Wikipedia,81
AcuraStem,https://acurastem.com/,Pasadena,,,Patient-based Therapeutics,,BPG,82
Acurex Biosciences,https://www.acurex.com/,San Carlos,,,Neurodegenerative Treatments,,BPG,83
Acutus Medical,https://www.acutusmedical.com/us/,Carlsbad,,,Complex Cardiac Arrhythmias Diagnostics,,BPG,84
Adagio Medical,https://adagiomedical.com/,Laguna Hills,,,Continuous Lesion Ablation System,,BPG,85
Adanate,https://adanate.com/,Alameda,,,Antibody Therapies,,BPG,86
Adaptyx Biosciences,https://adaptyx.bio/,Menlo Park,,,Biosensors,,BPG,87
Adari Cell Science,https://adaricell.com/,Oakland,,,Cell-based Assays,,BPG,88
Adcentrx Therapeutics,https://www.adcentrx.com/,San Diego,,,Antibody drug conjugate,,BPG,89
AddexBio,https://www.addexbio.com/,San Diego,,,"Reagents, Cells, Research Tools",,BPG,90
Addition Therapeutics,https://additiontx.com/,South SF,,,RNA-mediated Insertion of Transgenes,,BPG,91
Adicet Bio,https://www.adicetbio.com/,Redwood City,,,Immunotherapies,,BPG,92
Adona Medical,https://adonamed.com/,Los Gatos,,,Device for Heart Failure,,BPG,93
AdvanBio,https://advan-bio.com/about-us/,Irvine,,,"Bioanalysis, Assay Development, Regulatory Consulting",,BPG,94
Advanced Bifurcation Systems,https://advancedbifurcation.com/,Livermore,,,Bifurcating Stent,,BPG,95
Advanced Biomatrix,https://advancedbiomatrix.com/,Carlsbad,,,"3D Tissue Culture, Assays and Cell Proliferation",,BPG,96
Advanced Brain Monitoring,https://www.advancedbrainmonitoring.com/,Carlsbad,,,"EEG headsets, physiological monitoring systems, software",,BPG,97
Advanced Cell Diagnostics,https://acdbio.com/,Newark,,,RNA Detection,,BPG,98
Advanced Microbubbles,https://www.advancedmicrobubbles.com/,Newark,,,Ultrasound-triggered microbubbles,,BPG,99
Advanced NanoTherapies,https://advancednanotherapies.com/,Santa Clara,,,Nanoparticle technologies that enable and improve drug uptake and retention into the cell for medical devices,,BPG,100
Advanced Orthopaedic Solutions,https://www.aosortho.com/,Torrance,,,Orthopedic Trauma Products,,BPG,101
Advanced Protein Production,https://www.advpropro.com/,Carlsbad,,,CDMO - Proteins,,BPG,102
Advanced Sterilization Products,https://www.asp.com/en-us,Irvine,,,Sterilization Products,,BPG,103
Advanced Targeting Systems,https://atsbio.com/,Carlsbad,,,Cell Reagents,,BPG,104
Advansta,https://advansta.com/,San Jose,,,Protein characterization products,,BPG,105
Advenchen Laboratories,http://advenchen.com/,Moorpark,,,Small Molecules,,BPG,106
Adventris Pharmaceuticals,https://www.adventris.com/,San Francisco,,,Cancer Immunotherapy,,BPG,107
Adverum Biotechnologies,https://adverum.com/,Redwood City,,,"Adeno-Associated Virus Delivery, Gene Therapy",,BPG,108
Aelan Cell Technologies,http://aelanct.com/,San Francisco,,,Stem Cell Technology,,BPG,109
Aeovian Pharmaceuticals,https://www.aeovian.com/,Berkeley,,,Small Molecules,,BPG,110
Aequita Bioworks,https://www.aequitabioworks.com,San Carlos,,,Antibodies for Muscle Loss Reduction,,BPG,111
Aerie Pharmaceuticals,https://aeriepharma.com/,,,,,"Aerie Pharmaceuticals was an American clinical-stage pharmaceutical company focused on the discovery, development and commercialization of therapies for the treatment of patients with glaucoma and ...",Wikipedia,112
Aerin Medical,https://aerinmedical.com/,Mountain View,,,Nasal Obstruction Relief Device,,BPG,113
AeroRx Therapeutics,https://aerorxtx.com/,La Jolla,,,Nebulized 505(b)(2) product,,BPG,114
Aether Biomachines,https://www.aetherbio.com/,Menlo Park,,,"Enzyme engineering, enabling customers to manufacture complex & novel products at fractional cost.",,BPG,115
Aethlon Medical,https://www.aethlonmedical.com/,San Diego,,,Dialysis Filtration,,BPG,116
AfaSci,https://www.afasci.com/,Redwood City,,,Small Molecules,,BPG,117
Afecta Pharmaceuticals,https://afectapharm.com/,Irvine,,,Precision Medicines,,BPG,118
Affinity Biosensors,https://affinitybio.com/,Santa Barbara,,,Microbial Growth Measurement,,BPG,119
Agastiya Biotech,https://www.agastiyabiotech.com/,Carlsbad,,,Small Molecules,,BPG,120
Agena Bioscience,https://www.agenabio.com/,San Diego,,,High throughput targeted & multiplexed genetic analysis,,BPG,121
