Company Name,Website,City,Address,Company Stage,Focus Areas,Description,Validation_Source,original_index,Google_Address,Google_Name,Google_Website,Confidence_Score,Latitude,Longitude
Emmaus Life Sciences,https://www.emmausmedical.com/,Torrance,,,Oral amino acid treatment,,BPG,806,"21250 Hawthorne Blvd # 800, Torrance, CA 90503, USA","Emmaus Medical, Inc.",http://www.emmausmedical.com/,0.9395844155844156,33.8361975,-118.3526149
Emmecell,https://www.emmecell.com/,Menlo Park,,,Cell Therapies for Ophthalmology,,BPG,807,"3475 Edison Way suite t, Menlo Park, CA 94025, USA",Emmecell,http://www.emmecell.com/,0.9999999999999999,37.4768607,-122.1975742
Empirico,https://www.empiri.co/,San Diego,,,Genetics-Based Drug Discovery,,BPG,809,"10955 Vista Sorrento Pkwy STE 130, San Diego, CA 92130, USA",Empirico,https://www.empiri.co/,0.9999999999999999,32.9157204,-117.2289543
Enable Biosciences,https://www.enablebiosciences.com/,South SF,,,Antibody Detection,,BPG,811,"510 Myrtle Ave # 101, South San Francisco, CA 94080, USA","Enable Biosciences, Inc",http://www.enablebiosciences.com/,0.9999999999999999,37.6480096,-122.4201518
Encoded Therapeutics,https://encoded.com/,South SF,,,Gene Therapy,,BPG,815,"341 Oyster Point Blvd, South San Francisco, CA 94080, USA","Encoded Therapeutics, Inc.",https://encoded.com/,0.9999999999999999,37.6652967,-122.3900301
Encodia,https://www.encodia.com/,San Diego,,,Protein Analysis Technologies,,BPG,816,"5785 Oberlin Dr Suite 300, San Diego, CA 92121, USA","Encodia, Inc",https://encodia.com/,0.9999999999999999,32.8929647,-117.1935375
Endeavor BioMedicines,https://endeavorbiomedicines.com/,San Diego,,,Hedgehog signaling pathway inhibitor,,BPG,818,"12707 High Bluff Dr suite 300, San Diego, CA 92130, USA",Endeavor Biomedicines,https://endeavorbiomedicines.com/,0.9999999999999999,32.9487949,-117.2401914
Endiatx,https://endiatx.com/,Hayward,,,Pill-sized Robot,,BPG,819,"25545 Whitesell St, Hayward, CA 94545, USA",Endiatx,https://endiatx.com/,0.9999999999999999,37.6293122,-122.1279988
Endocrine Technologies,https://endocrinetech.com/,Newark,,,"Peptide synthesis, ELISA kits",,BPG,821,"35325 Fircrest St # A, Newark, CA 94560, USA",Endocrine Technologies Inc,https://endocrinetech.com/,0.9999999999999999,37.5443181,-122.0562822
Endologix,https://endologix.com/,Irvine,,,Medical Devices,,BPG,824,"2 Musick, Irvine, CA 92618, USA",Endologix,https://endologix.com/,0.9999999999999999,33.6602861,-117.704774
Endpoint Health,https://endpointhealth.com/,Palo Alto,,,Personalized Medicine,,BPG,828,"855 El Camino Real Suite 13A, Palo Alto, CA 94301, USA",Endpoint Health,https://endpoint.health/contact/,0.9,37.4384779,-122.1576188
Engine Biosciences,https://www.enginebio.com/,Redwood City,,,AI & genomics,,BPG,832,"1400 Bridge Pkwy, Redwood City, CA 94065, USA","Engine Biosciences, Inc",https://www.enginebio.com/,0.9999999999999999,37.5351161,-122.2582547
EnquBio,https://www.enqubio.com/,San Diego,,,Contract Research & Services,,BPG,836,"11120 Roselle St Suite A, San Diego, CA 92121, USA",Enqubio Inc,https://www.enqubio.com/,0.9999999999999999,32.9047681,-117.2308128
Ensigna Biosystems,https://ensigna.com/,Alameda,,,Lab Services,,BPG,838,"1600 Harbor Bay Pkwy #200, Alameda, CA 94502, USA",Ensigna Biosystems,https://ensigna.com/,0.9999999999999999,37.7248022,-122.2408566
Enspectra Health,https://www.enspectrahealth.com/,Mountain View,,,Cell Imaging Device,,BPG,839,"2495 Hospital Dr, Mountain View, CA 94040, USA","Enspectra Health, Inc.",http://www.enspectrahealth.com/,0.9999999999999999,37.3689253,-122.0813853
Ensysce Biosciences,https://ensysce.com/,La Jolla,,,Fullerene carbon nanotubes as delivery agents for cancer therapeutics,,BPG,840,"7946 Ivanhoe Ave, La Jolla, CA 92037, USA",Ensysce Biosciences,https://ensysce.com/contact,0.9999999999999999,32.8479635,-117.2727094
Enterey,https://www.enterey.com/,Irvine,,,Life Science Consulting,,BPG,842,"200 Spectrum Center Dr Suite 220, Irvine, CA 92618, USA","Enterey Life Sciences Consulting, Inc.",http://www.enterey.com/,0.9374999999999999,33.6522206,-117.7483167
EntroGen,https://entrogen.com/web4/,Woodland Hills,,,Molecular Diagnostics,,BPG,843,"20950 Warner Center Ln B, Woodland Hills, CA 91367, USA","EntroGen, Inc",http://www.entrogen.com/,0.9999999999999999,34.1743167,-118.5899254
Enviroflo,https://enviroflo.com/Welcome,San Jose,,,Lab enclosures,,BPG,844,"6081 Meridian Ave suite 70-340, San Jose, CA 95120, USA","enviroflo, Inc.",http://www.enviroflo.com/,0.9999999999999999,37.2296824,-121.8847087
Epalex,https://www.epalex.com/,Mountain View,,,Specialty Pharmaceuticals,,BPG,846,"305 Lytton Ave, Palo Alto, CA 94301, USA",Epalex Corporation,,0.7999999999999999,37.4469772,-122.1629412
EpiBiologics,https://www.epibiologics.com/,San Mateo,,,Bispecific Antibody,,BPG,847,"1900 Alameda de las Pulgas, San Mateo, CA 94403, USA",EpiBiologics,https://www.epibiologics.com/,0.9999999999999999,37.5453173,-122.3228267
EpicentRx,https://www.epicentrx.com/,La Jolla,,,"Epigenetics, Oncolytic viruses",,BPG,848,"11099 N Torrey Pines Rd #160, La Jolla, CA 92037, USA",EpicentRx,http://www.epicentrx.com/,0.9999999999999999,32.9088233,-117.2395943
Epigen Biosciences,https://www.epigenbiosciences.com/,San Diego,,,Drug Discovery & Development,,BPG,850,"6725 Mesa Ridge Rd Suite 260, San Diego, CA 92121, USA",Epigen Biosciences Inc,https://www.epigenbiosciences.com/,0.9999999999999999,32.9013518,-117.1746803
Epinex Diagnostics,https://www.epinex.com/,Irvine,,,Diabetes Diagnostic,,BPG,851,"2691 Richter Ave Unit 107, Irvine, CA 92606, USA","Epinex Diagnostics, Inc.",http://www.epinex.com/,0.9999999999999999,33.6915671,-117.8306849
