Company Name,Website,City,Address,Company Stage,Focus Areas,Description,Validation_Source,original_index
Ensysce Biosciences,https://ensysce.com/,La Jolla,,,Fullerene carbon nanotubes as delivery agents for cancer therapeutics,,BPG,840
Entelexo Biotherapeutics,https://www.entelexo.com/,Irvine,,,Therapeutic Exosomes,,BPG,841
Enterey,https://www.enterey.com/,Irvine,,,Life Science Consulting,,BPG,842
EntroGen,https://entrogen.com/web4/,Woodland Hills,,,Molecular Diagnostics,,BPG,843
Enviroflo,https://enviroflo.com/Welcome,San Jose,,,Lab enclosures,,BPG,844
Eolo Pharma,https://eolo-pharma.com/,San Francisco,,,Obesity Treatment,,BPG,845
Epalex,https://www.epalex.com/,Mountain View,,,Specialty Pharmaceuticals,,BPG,846
EpiBiologics,https://www.epibiologics.com/,San Mateo,,,Bispecific Antibody,,BPG,847
EpicentRx,https://www.epicentrx.com/,La Jolla,,,"Epigenetics, Oncolytic viruses",,BPG,848
Epicrispr Biotechnologies,https://epicrispr.com/,South SF,,,Therapies to control gene expression,,BPG,849
Epigen Biosciences,https://www.epigenbiosciences.com/,San Diego,,,Drug Discovery & Development,,BPG,850
Epinex Diagnostics,https://www.epinex.com/,Irvine,,,Diabetes Diagnostic,,BPG,851
Epinoma,https://www.epinoma.com/,San Carlos,,,Methyl-preserving amplification technology,,BPG,852
Epiodyne,https://epiodyne.com/,San Francisco,,,Small Molecule,,BPG,853
