Company Name,Website,City,Address,Company Stage,Focus Areas,Description,Validation_Source,original_index
Norwich Pharma Services,http://www.norwichpharma.com/,,,,,"Norwich Pharma Services, previously known as Norwich Eaton Pharmaceuticals, Norwich Pharmacal, and Norwich Pharmaceuticals, is a manufacturer, packager, and distributor of prescription drugs and ov...",Wikipedia,1532
Nosis Bio,https://www.nosisbio.com/,Berkeley,,,Targeted Delivery Vehicles,,BPG,1533
NovaBay Pharmaceuticals,https://novabay.com/,Emeryville,,,Diagnostics,,BPG,1534
Novartis,https://www.novartis.com/,Emeryville,,,Diagnostics,,BPG,1535
Novartis Gene Therapies,https://www.dispatch.com/business/20180409/gene-therapy-company-with-research-ties-to-columbus-sold-to-novartis-for-87-billion,,,,,"Novartis Gene Therapies, until 2020 known as AveXis, is a biotechnology company that develops treatments for rare neurological genetic disorders.",Wikipedia,1536
Novavax,https://www.novavax.com/,,,,,"Novavax, Inc., based in Gaithersburg, Maryland, develops vaccines to counter infectious diseases. The company's first and only commercial product is the Novavax COVID-19 vaccine.",Wikipedia,1537
Novelna,https://novelna.com/,Palo Alto,,,Diagnostics,,BPG,1538
Novici Biotech,https://www.novicibiotech.com/,Vacaville,,,Gene shuffling technology,,BPG,1539
Novo Nordisk,https://www.novonordisk.com/,Fremont,,,Regenerative medicine and stem cell therapies,,BPG,1540
NovoBiotic Pharmaceuticals,http://www.novobiotic.com,,,,,"NovoBiotic Pharmaceuticals is a privately held, early-stage biotechnology company focused on the discovery and development of new drugs from natural sources.",Wikipedia,1541
NovoMedix,https://novomedix.com/,San Diego,,,Small molecules,,BPG,1542
Novocuff,https://www.novocuff.com/,Mountain View,,,Cervical Control System,,BPG,1543
Novodiax,https://www.novodiax.com/,Hayward,,,"Companion Diagnostics, IVD & RUO 10 min Intraoperative IHC",,BPG,1544
Novoron Bioscience,https://novoron.com/,San Diego,,,Spinal cord nerve regeneration,,BPG,1545
Novozymes,https://www.novozymes.com/en,Davis,,,"Enzymes, Biologic Reagents",,BPG,1546
Novus International,http://www.novusint.com,,,,,"Novus International, Inc. is an American animal health and nutrition company headquartered in St. Charles, Missouri.",Wikipedia,1547
Nowarta Biopharma,https://nowarta.com/index.html,Huntington Beach,,,Wart Treatment,,BPG,1548
NoyMed,https://noymed.com/,Glendale,,,"Biostatistics, Data management, SAS programming, Medical Writing, Pharmacovigilance and Safety Monitoring",,BPG,1549
NuMedii,https://numedii.com/,San Mateo,,,Data platform,,BPG,1550
NuVasive,https://www.nuvasive.com/,San Diego,,,Minimally Invasive Spinal Surgery Devices,,BPG,1551
Nucleus Biologics,https://nucleusbiologics.com/,San Diego,,,Cell culture products,,BPG,1552
Numerion Labs,https://numerionlabs.ai/,San Francisco,,,AI for Drug Discovery,,BPG,1553
Nura Bio,https://nurabio.com/,South SF,,,Small Molecule,,BPG,1554
Nuravax,https://www.nuravax.com/,Irvine,,,DNA Vaccine,,BPG,1555
Nurix Therapeutics,https://www.nurixtx.com/,San Francisco,,,"Small Molecules, Protein Degradation",,BPG,1556
Nutcracker Therapeutics,https://www.nutcrackerx.com/,Emeryville,,,Precision mRNA manufacturing platform,,BPG,1557
Nutromics,https://www.nutromics.com/,San Diego,,,Wearable Diagnostic Device,,BPG,1558
Nuvation Bio,https://nuvationbio.com/,San Francisco,,,Oncology Treatments,,BPG,1559
Nuvie Bio,https://www.nuviebio.com/,San Diego,,,peptide therapy targeting calcitonin gene-related peptide receptor,,BPG,1560
Nuvig Therapeutics,https://www.nuvigtherapeutics.com/,Menlo Park,,,Novel therapeutics that induce mechanisms of immune homeostasis and treat autoimmune diseases,,BPG,1561
Nymox Pharmaceutical,https://nymox.com/,Irvine,,,Therapy for Enlarged Prostate,,BPG,1562
NysnoBio,https://www.nysnobio.com/,Mill Valley,,,Parkin protein therapeutics,,BPG,1563
O.N. Diagnostics,https://ondiagnostics.com/,Berkeley,,,Virtual Bone Stress Test,,BPG,1564
OD-OS,https://www.od-os.com/,Irvine,,,Retinal Laser,,BPG,1565
ORIC Pharmaceuticals,https://oricpharma.com/,South SF,,,"Cancer, drug resistance",,BPG,1566
OSNovative Systems,https://www.osnovative.com/,Santa Clara,,,Wound Dressings & Bandages,,BPG,1567
OTU Medical,https://www.otumed.com/,Union City,,,"Consumable endoscopic instruments in urology, pulmonology and other areas",,BPG,1568
OYC Americas,https://www.oycus.com/,Vista,,,"Enzymes, proteins, antibodies, substrates",,BPG,1569
Oblenio Bio,https://www.obleniobio.com/,Oakland,,,T-cell engager antibody,,BPG,1570
Ocean Biomedical,https://www.oceanbiomedical.com/,,,,,"Ocean Biomedical is a new-generation American biopharmaceutical company based in Providence, Rhode Island. The company has product candidates addressing malaria, pulmonary fibrosis, and lung cancer.",Wikipedia,1571
Octant Biotech,https://www.octant.bio/,Emeryville,,,Small Molecules,,BPG,1572
Octave Bioscience,https://www.octavebio.com/,Menlo Park,,,Care management platform for neurodegenerative diseases,,BPG,1573
Ocutrx Technologies,https://www.ocutrxtech.com/,Irvine,,,Surgical Visualization,,BPG,1574
Oddifact,https://www.oddifact.com/,Los Angeles,,,AI to discover off-label use,,BPG,1575
Okami Medical,https://okamimedical.com/,Aliso Viejo,,,Vascular Occlusion System,,BPG,1576
Okomera,https://okomera.com/,Sunnyvale,,,3D Organoid Screening Technology,,BPG,1577
Olema Oncology,https://olema.com/,San Francisco,,,CAR T brake,,BPG,1578
Olive Diagnostics,https://www.olive.earth/,Menlo Park,,,Toilet Urinalysis,,BPG,1579
OmRx Oncology,https://omrxonc.com/,San Jose,,,Cancer Immunotherapy,,BPG,1580
Ometa Labs,https://www.ometalabs.net/,Oceanside,,,Microbiome Analysis,,BPG,1581
Omicsveu,https://omicsveu.com/,Fremont,,,"Spatial Biology, Multi-omics",,BPG,1582
OmniAb,https://www.omniab.com/,Emeryville,,,Antibody repertoires and high-throughput screening technologies,,BPG,1583
OmniTier,https://omnitier.com/,San Jose,,,High Performance Computing Solutions,,BPG,1584
Omnica,https://www.omnica.com/,Irvine,,,Contract Medical Device Design & Manufacturing,,BPG,1585
Omniox,https://www.omniox.com/,San Francisco,,,Novel Biologics,,BPG,1586
Onchilles Pharma,https://www.onchillespharma.com/,San Diego,,,Biologics for Cancer,,BPG,1587
