Company Name,Website,City,Address,Company Stage,Focus Areas,Description,Validation_Source,original_index,Google_Address,Google_Name,Google_Website,Confidence_Score,Latitude,Longitude
BigHat Biosciences,https://www.bighatbio.com/,San Mateo,,,"BigHat designs safer, more effective biologic therapies using machine learning and synthetic biology",,BPG,394,"1900 Alameda de las Pulgas Suite 400, San Mateo, CA 94403, USA",BigHat Biosciences,https://www.bighatbio.com/,0.9999999999999999,37.54546879999999,-122.3230193
BillionToOne,https://www.billiontoone.com/,Menlo Park,,,Prenatal Genetic Testing,,BPG,395,"1035 O'Brien Dr, Menlo Park, CA 94025, USA","BillionToOne, Inc.",https://www.billiontoone.com/,0.9999999999999999,37.4750198,-122.150235
Binacea Pharma,https://binaceapharma.com/,Hayward,,,Cancer Antibodies,,BPG,396,"3563 Investment Blvd, Hayward, CA 94545, USA",Binacea Pharma,http://binaceapharma.com/,0.9999999999999999,37.6250266,-122.1212426
Bio Applied Technologies Joint,http://www.batj.net/,San Diego,,,Biotech Services,,BPG,397,"6331 Nancy Ridge Dr Ste. A, San Diego, CA 92121, USA",Batj,http://www.batj.net/,0.8466666666666666,32.8875559,-117.184284
BioAge Labs,https://bioagelabs.com/,Richmond,,,Computational platform that explores a universe of proprietary and public data to identify and target the molecular factors that influence longevity,,BPG,399,"1445A S 50th St, Richmond, CA 94804, USA",BioAge Labs,http://bioagelabs.com/,0.8999999999999999,37.9115835,-122.3285123
BioAmp Diagnostics,https://bioampdx.com/,San Carlos,,,Diagnostics to counteract antibiotic resistance,,BPG,400,"930 Brittan Ave, San Carlos, CA 94070, USA",BioAmp Diagnostics,http://www.bioampdx.com/,0.9999999999999999,37.5033721,-122.2492724
BioAssay Systems,https://bioassaysys.com/,Hayward,,,Assays,,BPG,401,"3191 Corporate Pl, Hayward, CA 94545, USA",Bioassay Systems,https://bioassaysys.com/,0.9999999999999999,37.6252114,-122.1114172
BioAtla,https://www.bioatla.com/,San Diego,,,Conditionally-active Biologics,,BPG,402,"11085 Torreyana Rd, San Diego, CA 92121, USA",BioAtla,https://www.bioatla.com/,0.9999999999999999,32.9063146,-117.2378127
BioCardia,https://www.biocardia.com/,Sunnyvale,,,Personalized marrow-derived cell therapy,,BPG,403,"320 Soquel Way, Sunnyvale, CA 94085, USA",Bio Cardia,http://www.biocardia.com/,0.9906666666666667,37.3861209,-122.0331435
BioChain,https://www.biochain.com/,Newark,,,Sample Preparation,,BPG,404,"39600 Eureka Dr, Newark, CA 94560, USA",BioChain Institute Inc.,https://www.biochain.com/,0.9555555555555556,37.510421,-121.996237
BioCorRx,https://www.biocorrx.com/,Anaheim,,,Addiction Treatments,,BPG,405,"2390 E Orangewood Ave # 500, Anaheim, CA 92806, USA",BioCorRx Inc.,https://www.biocorrx.com/contact,0.9999999999999999,33.7955211,-117.8823308
BioDot,https://www.biodot.com/,Irvine,,,Equipment,,BPG,407,"2852 Alton Pkwy, Irvine, CA 92614, USA",BioDot Inc,https://www.biodot.com/,0.9999999999999999,33.6871279,-117.8310512
BioDuro,https://www.bioduro.com/,,,,,"BioDuro is a contract research, development, and manufacturing organization (CRDMO) headquartered in Irvine, California, United States.",Wikipedia,408,"9601 Jeronimo Rd, Irvine, CA 92618, USA",BioDuro,https://www.bioduro.com/,0.9999999999999999,33.6490475,-117.7158441
BioEclipse Therapeutics,https://www.bioeclipse.com/,Mountain View,,,Immuno-Oncology,,BPG,409,"319 N Bernardo Ave, Mountain View, CA 94043, USA",BioEclipse Therapeutics,https://www.bioeclipse.com/,0.8999999999999999,37.3873687,-122.0488103
BioGenex,https://biogenex.com/,Fremont,,,"Cellular & Molecular Diagnostics, Biotech Reagents",,BPG,410,"48810 Kato Rd Suite 200E, Fremont, CA 94538, USA",BioGenex Laboratories,https://www.biogenex.com/,0.9999999999999999,37.4620839,-121.9212663
BioGrammatics,https://www.biogrammatics.com/,Carlsbad,,,Protein Expression,,BPG,411,"2794 Loker Ave W STE 103, Carlsbad, CA 92010, USA","BioGrammatics, Inc",http://biogrammatics.com/,0.9999999999999999,33.131899,-117.2537872
BioLegacy Research,https://biolegacyresearch.com/,San Diego,,,Contract Research,,BPG,413,"6042 Cornerstone Ct W # E, San Diego, CA 92121, USA",BioLegacy Research,https://biolegacyresearch.com/,0.9999999999999999,32.8971118,-117.190285
BioLegend,https://www.biolegend.com/,San Diego,,,"Cytokines, Reagents, etc.",,BPG,414,"8999 Biolegend Way, San Diego, CA 92121, USA",BioLegend,https://www.biolegend.com/,0.9999999999999999,32.8857195,-117.1660295
BioPioneer,https://www.biopioneerinc.com/,San Diego,,,Molecular Biology Reagents,,BPG,418,"8540 Production Ave, San Diego, CA 92121, USA",Biopioneer Inc.,http://www.biopioneerinc.com/,0.9999999999999999,32.88139,-117.1663553
BioProduction Systems,https://www.bioproductionsystems.com/,Palo Alto,,,Biologic CDMO,,BPG,419,"950-952 Commercial St, Palo Alto, CA 94303, USA",BioProduction Systems Incorporated,http://www.bioproductionsystems.com/,0.9999999999999999,37.4238665,-122.0996155
BioQ Pharma,https://bioqpharma.com/,San Francisco,,,Drug infusion systems,,BPG,420,"1325 Howard St, San Francisco, CA 94103, USA",BioQ Pharma Inc,http://bioqpharma.com/,0.9999999999999999,37.7744963,-122.4135194
BioSpyder Technologies,https://www.biospyder.com/,Carlsbad,,,Gene expression profiling,,BPG,424,"5928 Pascal Court Suite 100, Carlsbad, CA 92008, USA","BioSpyder Technologies, Inc.",http://www.biospyder.com/,0.9999999999999999,33.1319146,-117.2749636
BioSyn,https://biosyncorp.com/,Carlsbad,,,Hemocyanin Products,,BPG,426,"5939 Darwin Ct STE 114, Carlsbad, CA 92008, USA",Biosyn Corporation,https://biosyncorp.com/,0.9999999999999999,33.129627,-117.2864127
BioTuring,https://bioturing.com/,San Diego,,,Bioinformatics Solutions,,BPG,429,"4445 Eastgate Mall, San Diego, CA 92121, USA",BioTuring Inc.,https://bioturing.com/,0.9999999999999999,32.8779276,-117.2100798
BioVinc,https://biovinc.com/,Pasadena,,,Bone Targeted Therapeutics & Diagnostics,,BPG,430,"2265 E Foothill Blvd, Pasadena, CA 91107, USA",BioVinc LLC,https://www.biovinc.com/,0.9999999999999999,34.14978,-118.103746
Bioagilytix,https://www.bioagilytix.com/,San Diego,,,"Bioanalytical services, immunoassays, cell-based assays",,BPG,431,"9050 Camino Santa Fe, San Diego, CA 92121, USA",BioAgilytix San Diego,https://www.bioagilytix.com/http://www.bioagilytix.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb,0.9619047619047619,32.8879286,-117.168135
Biocheck,https://biocheckinc.com/,South SF,,,"Develops, manufactures, and distributes immunodiagnostic test kits and research reagents",,BPG,432,"425 Eccles Ave, South San Francisco, CA 94080, USA",BioCheck Inc,http://www.biocheckinc.com/,0.9999999999999999,37.6577871,-122.3957181
Biogen,https://www.biogen.com/,,,,,"Biogen Inc. is an American multinational biotechnology company based in Cambridge, Massachusetts, United States specializing in the treatment of neurological diseases.",Wikipedia,433,"700 Gateway Blvd Floor 8, South San Francisco, CA 94080, USA",Biogen West Coast Hub,https://www.biogen.com/,0.9428571428571427,37.6591035,-122.3963906
Biolinq,https://www.biolinq.com/,San Diego,,,Needle-Free Blood Glucose Monitoring,,BPG,434,"10260 Sorrento Valley Rd, San Diego, CA 92121, USA",Biolinq Incorporated,http://biolinq.com/,0.9999999999999999,32.8902916,-117.21093
Biolog,https://www.biolog.com/,Hayward,,,Cell Phenotyping Technology,,BPG,435,"21124 Cabot Blvd, Hayward, CA 94545, USA",Biolog Inc,https://www.biolog.com/,0.9999999999999999,37.6441125,-122.1359408
Biomea Fusion,https://biomeafusion.com/,Redwood City,,,Small Molecules Targeting Cancer,,BPG,438,"1599 Industrial Rd, San Carlos, CA 94070, USA","Biomea Fusion, Inc.",http://www.biomeafusion.com/,0.9999999999999999,37.4996618,-122.2425108
Biomed,https://www.biomedind.com/,San Jose,,,Small molecule for neurological disorders,,BPG,439,"2570 N First St 2nd Floor, San Jose, CA 95131, USA",Biomed Industries Inc.,http://biomedind.com/,0.948235294117647,37.3852998,-121.9248316
Biomerica,https://biomerica.com/,Irvine,,,Diagnostic Tests,,BPG,440,"17571 Von Karman Ave, Irvine, CA 92614, USA",Biomerica,http://www.biomerica.com/,0.9999999999999999,33.6897251,-117.8470849
Biomiga,https://biomiga.com/,San Diego,,,Molecular biology research products,,BPG,441,"10637 Roselle St Suite C, San Diego, CA 92121, USA",Biomiga Inc,,0.7999999999999999,32.8973389,-117.2211267
Bionano Genomics,https://bionano.com/,San Diego,,,Genome Mapping,,BPG,443,"9540 Towne Centre Dr #100, San Diego, CA 92121, USA",Bionano Genomics,http://www.bionanogenomics.com/,0.9,32.8812599,-117.2098274
Bionaut Labs,https://bionautlabs.com/,Los Angeles,,,Robot Delivery of Therapeutics,,BPG,444,"3767 Overland Ave #114, Los Angeles, CA 90034, USA",Bionaut,https://bionautlabs.com/,0.9999999999999999,34.0191159,-118.4084146
Bioneer,https://us.bioneer.com/page/w/home,Oakland,,,Protein Synthesis Equipment & Reagents,,BPG,445,"155 Filbert St #216, Oakland, CA 94607, USA",Bioneer Inc,http://us.bioneer.com/,0.9999999999999999,37.799617,-122.2865472
Bionexus,https://bionexus.net/,Oakland,,,Genomic & Proteomic products,,BPG,446,"222 Madison St, Oakland, CA 94607, USA",Bionexus Inc,https://www.bionexus.net/,0.9999999999999999,37.7935705,-122.2686947
Bionova Scientific,https://bionovascientific.com/,Fremont,,,Full-service Biologics CDMO,,BPG,447,"3100 W Warren Ave, Fremont, CA 94538, USA","Bionova Scientific, Inc.",https://bionovascientific.com/,0.9999999999999999,37.4820571,-121.9399252
Biopeptide Co.,https://www.biopeptide.com/,San Diego,,,Peptide Production,,BPG,448,"10457 Roselle St I, San Diego, CA 92121, USA",Biopeptide Co LLC,https://www.biopeptide.com/,0.9999999999999999,32.8955053,-117.2190453
Biopico Systems,https://biopico.com/,Irvine,,,Biological testing technologies,,BPG,449,"188 Technology Dr # G, Irvine, CA 92618, USA",Biopico Systems Inc,https://biopico.com/,0.9999999999999999,33.6666029,-117.7484602
Biora Therapeutics,https://www.bioratherapeutics.com/,San Diego,,,Oral Biotherapeutics for GI Health,,BPG,451,"10070 Carroll Canyon Rd #100, San Diego, CA 92131, USA","Biora Therapeutics, Inc.",http://bioratherapeutics.com/,0.9999999999999999,32.9044307,-117.1102679
BiosPacific,https://www.biospacific.com/,Emeryville,,,Antibodies and antigens,,BPG,452,"5980 Horton St #360, Emeryville, CA 94608, USA",BIOS PACIFIC INC,https://www.biospacific.com/,0.9933333333333333,37.8413944,-122.2910953
Biosero,https://biosero.com/,San Diego,,,"Laboratory Automation, Liquid-handling",,BPG,453,"4770 Ruffner St, San Diego, CA 92111, USA",Biosero,https://biosero.com/,0.9999999999999999,32.8285679,-117.1591253
Biosplice Therapeutics,https://www.biosplice.com/default.aspx,San Diego,,,Small Molecules Acting on Stem Cells,,BPG,454,"6555 Nancy Ridge Dr Suite 300, San Diego, CA 92121, USA",Biosplice Therapeutics,https://www.biosplice.com/,0.9999999999999999,32.8868484,-117.1809291
Biotium,https://biotium.com/,Fremont,,,Fluorescent Reagents,,BPG,455,"46117 Landing Pkwy, Fremont, CA 94538, USA",Biotium,https://biotium.com/,0.9999999999999999,37.4882846,-121.9462066
Biotricity,https://biotricity.com/,Redwood City,,,"Remote cardiac monitoring devices, health management software",,BPG,456,"203 Redwood Shores Pkwy Suite 600, Redwood City, CA 94065, USA",Biotricity Inc.,https://biotricity.com/,0.9999999999999999,37.52114419999999,-122.2545324
Bitterroot Bio,https://brbio.com/,Palo Alto,,,Immune modulation to treat cardiovascular disease,,BPG,459,"3160 Porter Dr Suite 110, Palo Alto, CA 94304, USA",Bitterroot Bio,https://www.brbio.com/,0.9999999999999999,37.4066137,-122.1517297
BlossomHill Therapeutics,https://bhtherapeutics.com/,San Diego,,,Small Molecule Drug Discovery,,BPG,463,"10255 Science Center Dr Suite 200, San Diego, CA 92121, USA","BlossomHill Therapeutics, Inc.",https://www.bhtherapeutics.com/,0.9999999999999999,32.8901144,-117.2314566
Bodyport,https://www.bodyport.com/,San Francisco,,,Biomarker-guided digital therapeutics,,BPG,466,"120 2nd St # 2, San Francisco, CA 94105, USA",Bodyport,http://www.bodyport.com/,0.9999999999999999,37.787521,-122.39958
Boehringer Ingelheim,https://www.boehringer-ingelheim.com/,Fremont,,,"Large molecule, biomanufacturing",,BPG,467,"6701 Kaiser Dr, Fremont, CA 94555, USA",Boehringer Ingelheim USA,https://www.boehringer-ingelheim.us/,0.8866666666666666,37.5508877,-122.0651693
Bolt Biotherapeutics,https://www.boltbio.com/,Redwood City,,,Systemically delivered Immune-Stimulating Antibody Conjugates,,BPG,468,"900 Chesapeake Dr, Redwood City, CA 94063, USA",Bolt Biotherapeutics,https://boltbio.com/,0.9999999999999999,37.5014653,-122.2139997
Bone Health Technologies,https://www.osteoboost.com/,San Francisco,,,Mechanical Bone Stimulation,,BPG,470,"370 Convention Way Suite 218, Redwood City, CA 94063, USA","Osteoboost Health, Inc.",http://osteoboost.com/,0.838562091503268,37.4944817,-122.229177
Boomerang Medical,https://www.boomerangmedical.com/,Mountain View,,,Bioelectric Medicine,,BPG,471,"2495 Hospital Dr Suite 300, Mountain View, CA 94040, USA",Boomerang Medical,https://www.boomerangmedical.com/,0.9999999999999999,37.3698273,-122.0823261
Bora Biologics,https://www.borabiologics.com/,San Diego,,,Contract Biologics,,BPG,472,"10394 Pacific Center Ct, San Diego, CA 92121, USA",Bora Biologics,https://borabiologics.com/,0.9999999999999999,32.9065624,-117.1903523
Boster Bio,https://www.bosterbio.com/,Pleasanton,,,"Antibodies, ELISA kits, etc.",,BPG,474,"3942 Valley Ave Ste B, Pleasanton, CA 94566, USA",Boster Bio,https://www.bosterbio.com/,0.9999999999999999,37.6754173,-121.8673883
Boundless Bio,https://boundlessbio.com/,San Diego,,,Cancer Treatments targeting extra-chromosomal DNA,,BPG,475,"WQ25+X3, San Diego, CA 92121, USA","Boundless Bio, Inc.",http://www.boundlessbio.com/,0.9999999999999999,32.9024375,-117.2423125
BrainKey,https://www.brainkey.ai/,San Francisco,,,AI for MRI analysis,,BPG,476,"218 9th St, San Francisco, CA 94103, USA",Brain Key,http://brainkey.ai/,0.9911111111111112,37.774636,-122.4129282
Brevet,https://www.brevet.com/,Huntington Beach,,,Custom Medical & Industrial Component Manufacturing,,BPG,479,"21571 Surveyor Cir, Huntington Beach, CA 92646, USA",Brevet,http://brevet.com/,0.9999999999999999,33.6498354,-117.9767577
BridGene Biosciences,https://www.bridgenebio.com/,San Jose,,,Small molecules that drug traditionally undruggable targets,,BPG,480,"75 Nicholson Ln, San Jose, CA 95134, USA",BridGene Biosciences,https://www.bridgenebio.com/home,0.9999999999999999,37.4116705,-121.9464837
BridgeBio Pharma,https://bridgebio.com/,Palo Alto,,,Genetic Disease Treatments,,BPG,482,"3160 Porter Dr Suite 250, Palo Alto, CA 94304, USA",BridgeBio,http://bridgebio.com/,0.9999999999999999,37.4066137,-122.1517297
Brink Biologics,https://brinkbiologics.com/,San Diego,,,Stem Cell Technology,,BPG,487,"3530 John Hopkins Ct, San Diego, CA 92121, USA","Brink Biologics, Inc.",https://brinkbiologics.com/,0.9999999999999999,32.892745,-117.238676
