Company Name,Website,City,Address,Company Stage,Focus Areas,Description,Validation_Source,original_index
Ameridose,http://www.ameridose.com/,,,,,"Ameridose, LLC. is a medical manufacturer based in Westborough, Massachusetts.",Wikipedia,193
Amgen,https://www.amgen.com/,South SF,,,"Small Molecules, Biologics",,BPG,194
Amneal Pharmaceuticals,http://www.amneal.com,,,,,"Amneal Pharmaceuticals, Inc. is an American publicly traded pharmaceutical company that develops, manufactures and distributes generics and specialty pharmaceutical products.",Wikipedia,195
Amphastar Pharmaceuticals,https://amphastar.com/,Rancho Cucamonga,,,Generic Small Molecules,,BPG,196
AmplifiDx,https://www.amplifidx.com/,Newark,,,Molecular Diagnostics POC,,BPG,197
Amplifica,https://amplificabio.com/,San Diego,,,Hair Loss Therapies,,BPG,198
Amplo Biotechnology,https://www.amplobiotechnology.com/,San Diego,,,Treatment for congenital myasthenic syndromes,,BPG,199
Amprion,https://www.ampriondx.com/,San Diego,,,Brain Health Diagnostics,,BPG,200
Amuza,https://www.amuzainc.com/,San Diego,,,Neuroscience Research Equipment,,BPG,201
Amydis Diagnostics,https://amydis.com/,La Jolla,,,Alzheimer's diagnostic,,BPG,202
Amygdala Neurosciences,https://amygns.com/,Los Altos,,,Addiction Therapies,,BPG,203
AnaBios,https://anabios.com/,San Diego,,,Human Tissue Clinical Testing,,BPG,204
AnaSpec,https://www.anaspec.com/en/,Fremont,,,"Peptides, Antibodies, Reagents",,BPG,205
Ananya Health,https://www.ananya.health/,Oakland,,,Cryoablation of Cervical Cancer,,BPG,206
AnaptysBio,https://www.anaptysbio.com/,San Diego,,,Antibody Therapeutics,,BPG,207
Anchor Molecular,https://anchormolecular.com/,Pleasanton,,,Quality Controls and Reference Materials,,BPG,208
AnchorDx,https://www.anchordx.com/,Fremont,,,High-throughput sequencing platform,,BPG,209
Ancora Bio,https://ancorabiotech.com/,Palo Alto,,,Multi-specific Antibodies,,BPG,210
Ancora Heart,https://www.ancoraheart.com/,Santa Clara,,,Cardiac procedures for Mitral Valve Regurgitation,,BPG,211
Andromeda Surgical,https://www.andromedasurgical.com/,South SF,,,Surgical Robots,,BPG,212
Aneuvo,https://aneuvo.com/,Los Angeles,,,Neuromodulation Devices,,BPG,213
Angarus Therapeutics,https://www.angarustx.com/,South SF,,,Oncology Treatments Overcoming Immunosuppression,,BPG,214
Angeles Therapeutics,https://angelestherapeutics.com/,Los Angeles,,,"CAR T, NK Platform",,BPG,215
AngioSafe,https://www.angiosafe.com/,San Jose,,,Cardio Intervention Devices,,BPG,216
Angiocrine Bioscience,https://angiocrinebioscience.com/,San Diego,,,Cellular Therapy,,BPG,217
Angitia Biopharmaceuticals,https://www.angitiabio.com/,Woodland Hills,,,Bispecific Antibody,,BPG,218
Anixa Biosciences,https://www.anixa.com/,San Jose,,,"Diagnostics, CAR-T treatments",,BPG,219
Ankasa Regenerative Therapeutics,https://ankasaregenerativetherapeutics.com/,La Jolla,,,Proprietary formulations of WNT stem cell activators fur surgical application,,BPG,220
Annexon Biosciences,https://annexonbio.com/,Brisbane,,,Neurodegenerative and autoimmune disorders,,BPG,221
Ansa Biotechnologies,https://ansabio.com/,Emeryville,,,Next Generation DNA Synthesis,,BPG,222
Ansun BioPharma,https://www.ansunbiopharma.com/,San Diego,,,Anti-virals,,BPG,223
Antares Therapeutics,https://antaresrx.com/,South SF,,,Small Molecule Technologies,,BPG,224
Antharis Therapeutics,https://www.antharistherapeutics.com/,San Diego,,,Discovery and development of monoclonal antibodies and ADCs,,BPG,225
Antheia,https://antheia.bio/,Menlo Park,,,APIS created from yeast-based fermentation,,BPG,226
Anthera Pharmaceuticals,http://www.anthera.com,,,,,"Anthera Pharmaceuticals, Inc.",Wikipedia,227
Antibodies Incorporated,https://www.antibodiesinc.com/index.html,Davis,,,"Antibodies, Assays, Development Services, Diagnostic kits, etc..",,BPG,228
Antibody Design Laboratories,https://www.abdesignlabs.com/,San Diego,,,Phage Display Technology,,BPG,229
Antibody Solutions,https://www.antibody.com/,Santa Clara,,,Antibody Development,,BPG,230
Antigen Discovery,https://antigendiscovery.com/,Irvine,,,"Bioinformatics, Genomics, Proteomics",,BPG,231
Antiva Biosciences,https://antivabio.com/,Redwood City,,,Antiviral therapy,,BPG,232
Anviron,https://www.anviron.com/,Newport Beach,,,Cancer Therapies,,BPG,233
Anwita Biosciences,https://www.anwitabio.com/,San Carlos,,,Antibodies & Fusion Proteins,,BPG,234
Apellis Pharmaceuticals,https://apellis.com/,San Francisco,,,Cyclic peptide analog,,BPG,235
Apertor Pharmaceuticals,https://apertorpharma.com/,Alameda,,,Molecular glues for therapeutic applications in oncology,,BPG,236
Apeximmune,https://www.apeximmune.com/,Burlingame,,,Immune oncology mABs,,BPG,237
Apollo Biologics,https://www.apollobiologics.com/,Los Angeles,,,Biologics Consulting,,BPG,238
Apollomics,https://www.apollomicsinc.com/,Foster City,,,Cancer medicines,,BPG,239
Apostle Inc,https://www.apostlebio.com/,Pleasanton,,,Cancer Diagnostics,,BPG,240
Applied Biomics,https://www.appliedbiomics.com/,Hayward,,,Proteomics services & products,,BPG,241
Applied Cells,https://appliedcells.com/,Santa Clara,,,Cell Separation Technology,,BPG,242
Applied Cognition,https://appliedcognition.com/,Redwood City,,,Compounds Targeting Glymphatic System,,BPG,243
