Company Name,Website,City,Address,Company Stage,Focus Areas,Description,Validation_Source,original_index,Google_Address,Google_Name,Google_Website,Confidence_Score,Latitude,Longitude
Ablexis,https://www.ablexis.com/,San Diego,,,"In vivo monoclonal antibody discovery platform, engineered mice",,BPG,54,"10581 Roselle St, San Diego, CA 92121, USA",Ablexis,https://www.ablexis.com/contact/,0.9999999999999999,32.8962845,-117.2207397
Abterra Biosciences,https://abterrabio.com/,San Diego,,,Antibody Discovery & Services,,BPG,56,"11588 Sorrento Valley Rd # 16, San Diego, CA 92121, USA",Abterra Biosciences,https://abterrabio.com/,0.9999999999999999,32.911824,-117.232986
Acadia Pharmaceuticals,https://acadia.com/,San Diego,,,Small Molecules,,BPG,57,"12830 El Camino Real #400, San Diego, CA 92130, USA",Acadia Pharmaceuticals Inc.,https://acadia.com/,0.9999999999999999,32.950687,-117.2361509
Accelagen,https://accelagen.com/,San Diego,,,Contract molecular biology work,,BPG,58,"6044 Cornerstone Ct W # C, San Diego, CA 92121, USA",Accelagen Inc,,0.7999999999999999,32.8973847,-117.1908292
AccuraGen,https://www.accuragen.com/,San Jose,,,Liquid Cancer Biopsy,,BPG,63,"2720 Zanker Rd suite 240, San Jose, CA 95134, USA",AccuraGen Inc.,http://accuragen.com/,0.9999999999999999,37.3926485,-121.9266447
Accurus Biosciences,http://accurusbio.com/web/,Richmond,,,Cellular & Antibody Services,,BPG,65,"2600 Hilltop Dr Building B, Suite C337, Richmond, CA 94806, USA","Accurus Biosciences, Inc.",http://www.accurusbio.com/,0.9999999999999999,37.9833106,-122.3379058
AcelaBio,https://acelabio.com/,San Diego,,,Histopathology and Precision Medicine Services for Global Clinical Trials,,BPG,68,"10581 Roselle St Suite 110, San Diego, CA 92121, USA",AcelaBio,https://acelabio.com/,0.9999999999999999,32.8966655,-117.2202956
Acelot,https://www.acelot.com/,South SF,,,Neurodegenerative Therapies,,BPG,69,"329 Oyster Point Blvd, South San Francisco, CA 94080, USA","Acelot, Inc.",http://www.acelot.com/,0.9999999999999999,37.663974,-122.3899071
Acepix Biosciences,https://acepixbio.com/,Union City,,,Cell based and histo-pathology products,,BPG,70,"32990 Alvarado-Niles Rd suite 910, Union City, CA 94587, USA",Acepix Biosciences,http://acepixbio.com/,0.9999999999999999,37.594297,-122.0444574
Acepodia,https://www.acepodia.com/,Alameda,,,Antibody-Cell Conjugation Therapy,,BPG,71,"1600 Harbor Bay Pkwy #140, Alameda, CA 94502, USA",Acepodia Biotech Inc.,https://www.acepodia.com/,0.9600000000000001,37.7247581,-122.2404715
Achelois BioPharma,https://achelois.bio/,Redwood City,,,Molecular Velcro Antiviral Technology,,BPG,72,"3698 Haven Ave Suite A, Redwood City, CA 94063, USA",Achelois BioPharma,https://achelois.bio/,0.9999999999999999,37.4848333,-122.1826758
Acrobat Genomics,https://www.acrobatgenomics.com/,San Carlos,,,CRISPR Drug Discovery,,BPG,77,"930 Brittan Ave, San Carlos, CA 94070, USA",Acrobat Genomics,https://www.acrobatgenomics.com/,0.9999999999999999,37.5033721,-122.2492724
Actio Biosciences,https://actiobiosciences.com/,San Diego,,,Genetics Platform,,BPG,78,"11202 El Camino Real, San Diego, CA 92130, USA",Actio Biosciences,,0.7999999999999999,32.9228401,-117.2301568
Active Motif,https://www.activemotif.com/,Carlsbad,,,Epigenetics Research products,,BPG,79,"1914 Palomar Oaks Way STE 150, Carlsbad, CA 92008, USA",Active Motif,http://www.activemotif.com/,0.9999999999999999,33.1248497,-117.2893226
AcuraStem,https://acurastem.com/,Pasadena,,,Patient-based Therapeutics,,BPG,82,"150 N Orange Grove Blvd, Pasadena, CA 91103, USA",AcuraStem,https://acurastem.com/,0.9999999999999999,34.148909,-118.159546
Acutus Medical,https://www.acutusmedical.com/us/,Carlsbad,,,Complex Cardiac Arrhythmias Diagnostics,,BPG,84,"2210 Faraday Ave #100, Carlsbad, CA 92008, USA",Acutus Medical Inc.,https://ir.acutusmedical.com/,0.9999999999999999,33.1353312,-117.2793439
Adagio Medical,https://adagiomedical.com/,Laguna Hills,,,Continuous Lesion Ablation System,,BPG,85,"26051 Merit Cir #102, Laguna Hills, CA 92653, USA",Adagio,http://www.adagiomedical.com/,0.9542857142857143,33.5740369,-117.6760512
Adari Cell Science,https://adaricell.com/,Oakland,,,Cell-based Assays,,BPG,88,"5 Ascot Ct, Oakland, CA 94611, USA",Adari Cell Science,https://adaricell.com/about-us/,0.9999999999999999,37.82184240000001,-122.1965544
Adcentrx Therapeutics,https://www.adcentrx.com/,San Diego,,,Antibody drug conjugate,,BPG,89,"5580 Morehouse Dr #210, San Diego, CA 92121, USA",Adcentrx Therapeutics Inc.,https://adcentrx.com/,0.9999999999999999,32.8968815,-117.199047
AddexBio,https://www.addexbio.com/,San Diego,,,"Reagents, Cells, Research Tools",,BPG,90,"4907 Morena Blvd, San Diego, CA 92117, USA",AddexBio,https://www.addexbio.com/contactLink,0.9999999999999999,32.8264362,-117.2302116
Adicet Bio,https://www.adicetbio.com/,Redwood City,,,Immunotherapies,,BPG,92,"1000 Bridge Pkwy, Redwood City, CA 94065, USA",Adicet Bio,https://www.adicetbio.com/contact/,0.9999999999999999,37.5341107,-122.2586092
Adona Medical,https://adonamed.com/,Los Gatos,,,Device for Heart Failure,,BPG,93,"180 Knowles Dr, Los Gatos, CA 95032, USA",Adona Medical,https://adonamed.com/,0.9999999999999999,37.2611247,-121.961252
AdvanBio,https://advan-bio.com/about-us/,Irvine,,,"Bioanalysis, Assay Development, Regulatory Consulting",,BPG,94,"8717 Research Dr, Irvine, CA 92618, USA",AdvanBio,https://advan-bio.com/,0.9999999999999999,33.6451252,-117.7397655
Advanced Bifurcation Systems,https://advancedbifurcation.com/,Livermore,,,Bifurcating Stent,,BPG,95,"7419 Southfront Rd, Livermore, CA 94551, USA",Advanced Bifurcation Systems,https://advancedbifurcation.com/contact-us/,0.9999999999999999,37.71414100000001,-121.7053037
Advanced Biomatrix,https://advancedbiomatrix.com/,Carlsbad,,,"3D Tissue Culture, Assays and Cell Proliferation",,BPG,96,"5930 Sea Lion Pl, Carlsbad, CA 92010, USA",Advanced BioMatrix,https://www.advancedbiomatrix.com/,0.9999999999999999,33.1332591,-117.2481533
Advanced Brain Monitoring,https://www.advancedbrainmonitoring.com/,Carlsbad,,,"EEG headsets, physiological monitoring systems, software",,BPG,97,"2237 Faraday Ave, Carlsbad, CA 92008, USA",Advanced Brain Monitoring,http://advancedbrainmonitoring.com/,0.9999999999999999,33.133844,-117.2788648
Advanced Cell Diagnostics,https://acdbio.com/,Newark,,,RNA Detection,,BPG,98,"7707 Gateway Blvd, Newark, CA 94560, USA",Advanced Cell Diagnostics a Bio-Techne Brand,http://www.acdbio.com/,0.9665116279069766,37.5396118,-122.0637698
Advanced Microbubbles,https://www.advancedmicrobubbles.com/,Newark,,,Ultrasound-triggered microbubbles,,BPG,99,"39655 Eureka Dr, Newark, CA 94560, USA",Advanced Microbubbles Inc,https://www.advancedmicrobubbles.com/contact-us.html,0.9999999999999999,37.5092226,-121.9981293
Advanced Orthopaedic Solutions,https://www.aosortho.com/,Torrance,,,Orthopedic Trauma Products,,BPG,101,"3203 Kashiwa St, Torrance, CA 90505, USA",Advanced Orthopedic Solutions,https://www.aosortho.com/,0.9973333333333333,33.8162778,-118.3414429
Advanced Protein Production,https://www.advpropro.com/,Carlsbad,,,CDMO - Proteins,,BPG,102,"1930 Kellogg Ave, Carlsbad, CA 92008, USA",Advanced Protein Production,https://www.advpropro.com/,0.9999999999999999,33.1252188,-117.2884916
Advanced Sterilization Products,https://www.asp.com/en-us,Irvine,,,Sterilization Products,,BPG,103,"33 Technology Dr, Irvine, CA 92618, USA",Advanced Sterilization Products (ASP),https://www.asp.com/,0.9908571428571428,33.6548859,-117.7409108
Advanced Targeting Systems,https://atsbio.com/,Carlsbad,,,Cell Reagents,,BPG,104,"1930 Kellogg Ave, Carlsbad, CA 92008, USA",Advanced Targeting Systems,http://atsbio.com/,0.9999999999999999,33.1252188,-117.2884916
Advansta,https://advansta.com/,San Jose,,,Protein characterization products,,BPG,105,"2140 Bering Dr, San Jose, CA 95131, USA",Advansta Inc.,http://www.advansta.com/,0.9999999999999999,37.3784165,-121.9188194
Advenchen Laboratories,http://advenchen.com/,Moorpark,,,Small Molecules,,BPG,106,"887 Patriot Dr STE A, Moorpark, CA 93021, USA","Advenchen Laboratories, LLC.",http://www.advenchen.com/,0.9999999999999999,34.2786985,-118.8633541
Adverum Biotechnologies,https://adverum.com/,Redwood City,,,"Adeno-Associated Virus Delivery, Gene Therapy",,BPG,108,"100 Cardinal Way, Redwood City, CA 94063, USA",Adverum,http://adverum.com/,0.9443478260869566,37.5043322,-122.2204498
Aelan Cell Technologies,http://aelanct.com/,San Francisco,,,Stem Cell Technology,,BPG,109,"655 3rd St, San Francisco, CA 94107, USA",Aelan Cell Technologies,http://aelanct.com/,0.9999999999999999,37.7795967,-122.3934385
Aerin Medical,https://aerinmedical.com/,Mountain View,,,Nasal Obstruction Relief Device,,BPG,113,"2565 Leghorn St, Mountain View, CA 94043, USA",Aerin Medical,http://www.aerinmedical.com/,0.9999999999999999,37.4187827,-122.0999437
Aether Biomachines,https://www.aetherbio.com/,Menlo Park,,,"Enzyme engineering, enabling customers to manufacture complex & novel products at fractional cost.",,BPG,115,"1455 Adams Dr, Menlo Park, CA 94025, USA",Aether Biomachines,http://aetherbio.com/,0.9999999999999999,37.4778376,-122.1425818
Aethlon Medical,https://www.aethlonmedical.com/,San Diego,,,Dialysis Filtration,,BPG,116,"11555 Sorrento Valley Rd STE 203, San Diego, CA 92121, USA",Aethlon Medical Inc,https://www.aethlonmedical.com/,0.9999999999999999,32.9121736,-117.231514
AfaSci,https://www.afasci.com/,Redwood City,,,Small Molecules,,BPG,117,"522 Second Ave, Redwood City, CA 94063, USA",Afasci Afasci,http://www.afasci.com/,0.9569230769230769,37.476501,-122.205002
Afecta Pharmaceuticals,https://afectapharm.com/,Irvine,,,Precision Medicines,,BPG,118,"2102 Business Center Dr, Irvine, CA 92612, USA",Afecta Pharmaceuticals,http://www.afectapharm.com/,0.9999999999999999,33.6801304,-117.855227
Affinity Biosensors,https://affinitybio.com/,Santa Barbara,,,Microbial Growth Measurement,,BPG,119,"222 E Canon Perdido St, Santa Barbara, CA 93101, USA",Affinity Biosensors,https://affinitybio.com/contact/,0.9999999999999999,34.4228745,-119.6973333
Agena Bioscience,https://www.agenabio.com/,San Diego,,,High throughput targeted & multiplexed genetic analysis,,BPG,121,"4755 Eastgate Mall, San Diego, CA 92121, USA",Agena Bioscience,http://agenabio.com/,0.9999999999999999,32.8792599,-117.2046306
