Company Name,Website,City,Address,Company Stage,Focus Areas,Description,Validation_Source,original_index
Contineum Therapeutics,https://contineum-tx.com/,San Diego,,,Small Molecule for MS,,BPG,653
Convergent Genomics,https://convergentgenomics.com/,South SF,,,Clear and actionable insights on cancer,,BPG,654
Cooler Heads,https://coolerheads.com/,San Diego,,,Scalp Cooling,,BPG,655
Copan Diagnostics,https://www.copanusa.com/,Murrieta,,,"Specimen Processing, Digital Microbiology",,BPG,656
CorDx,https://cordx.com/,San Diego,,,Diagnostics,,BPG,657
Corcept Therapeutics,https://corcept.com/,Redwood City,,,Small Molecules,,BPG,658
Cordance Medical,https://cordancemedical.com/,Mountain View,,,Non-invasive Device Opening Blood-Brain Barrier,,BPG,659
Corentec,https://corentec-usa.com/,Laguna Hills,,,Orthopedics,,BPG,660
Correlia Biosystems,https://correliabio.com/,Berkeley,,,Streamlined proteomic / pharmaceutical assay platforms,,BPG,661
Corsair Pharma,https://www.corsairpharma.com/,Sunnyvale,,,PAH treatment,,BPG,662
Cortechs.ai,https://www.cortechs.ai/,San Diego,,,Imaging technology,,BPG,663
Cortex,https://www.cortexep.com/,Santa Clara,,,Mapping and ablation solution suite for the treatment of atrial fibrillation,,BPG,664
Corvus Pharmaceuticals,https://www.corvuspharma.com/,Burlingame,,,Immuno-oncology,,BPG,665
Cosmo Bio,https://www.cosmobiousa.com/,Carlsbad,,,Lab Reagents,,BPG,666
Cothera Bioscience,https://cotherabio.com/,San Mateo,,,Drug Screening,,BPG,667
Countable Labs,https://countablelabs.com/,Palo Alto,,,Identifying Rare Events in PCR Workflow,,BPG,668
Counterpoint Biomedica,https://counterpointbiomedica.com/,Santa Monica,,,Proprietary Tumor-Targeting Platforms and Precision Cancer Diagnostics,,BPG,669
Create Biosciences,https://createbiosciences.com/,San Diego,,,Contract Work,,BPG,670
Credence MedSystems,https://www.credencemed.com/,Menlo Park,,,Prefilled safety syringe,,BPG,671
Creyon Bio,https://creyon.com/,Carlsbad,,,Oligonucleotide-based Medicines,,BPG,672
Crinetics Pharmaceuticals,https://crinetics.com/,San Diego,,,Small Molecules,,BPG,673
CrossBay Medical,https://crossbaymedicalinc.com/,San Diego,,,Tissue Sampling Technology,,BPG,674
Crown Bioscience,https://www.crownbio.com,San Diego,,,Drug Development,,BPG,675
Crystalys Therapeutics,https://crystalystx.com/,San Diego,,,"Oral, URAT1 inhibitor for gout",,BPG,676
Cubit Diagnostics,https://www.cubitdx.com/,Carlsbad,,,Immunoassay Platform,,BPG,677
Cullgen,https://www.cullgen.com/,San Diego,,,Protein Degradation Technology,,BPG,678
Culture Biosciences,https://www.culturebiosciences.com/,South SF,,,Contract Fermentation,,BPG,679
Cura Therapeutics,https://www.curatherapeutics.com/,Berkeley,,,Immunotherapies,,BPG,680
CuraSen Therapeutics,https://www.curasen.com/,San Carlos,,,Small Molecules,,BPG,681
CureMetrix,https://curemetrix.com/,San Diego,,,Breast Health Imaging,,BPG,682
Curebase,https://www.curebase.ai/,San Francisco,,,Clinical Software,,BPG,683
Cureline,https://www.cureline.com/,South SF,,,"Global Biobank, Human Biospecimen Research Services",,BPG,684
Curematch,https://www.curematch.com/,San Diego,,,Cancer Treatment Predictive Analysis,,BPG,685
Curia (company),http://curiaglobal.com,,,,,"Curia (formerly AMRI or Albany Molecular Research Inc.) is a contract research and manufacturing organization that provides drug discovery, development, cGMP manufacturing and aseptic fill and fini...",Wikipedia,686
Curio Bioscience,https://curiobioscience.com/,Palo Alto,,,High Resolution Spatial Biology,,BPG,687
Curve Biosciences,https://www.curvebio.com/,San Mateo,,,Whole Body Intelligence Diagnostics,,BPG,688
Cyagen Biosciences,https://www.cyagen.com/,Santa Clara,,,"Contract research; Rodent models, DNA vectors, Stem Cell Products",,BPG,689
Cyclarity Therapeutics,https://cyclaritytx.com/,Novato,,,7-ketocholesterol Targeting,,BPG,690
Cypre,https://cypre.com/,San Francisco,,,3D tumor modeling platform,,BPG,691
Cystetic Medicines,https://cysteticmedicines.com/,San Carlos,,,Small molecule channels that serve as molecular prosthetics for missing or dysfunctional CFTR protein,,BPG,692
CytRx,http://www.cytrx.com/,,,,,"CytRx Corp. is a biopharmaceutical research and development oncology company based in Los Angeles, California.",Wikipedia,693
Cytek Biosciences,https://cytekbio.com/,Fremont,,,Flow Cytometers,,BPG,694
Cytokinetics,https://cytokinetics.com/,South SF,,,Small Molecules,,BPG,695
Cytologics,https://cytologicsbio.com/,San Diego,,,"Human primary cells for biomedical research, drug discovery and diagnostic development.",,BPG,696
CytomX Therapeutics,https://cytomx.com/,South SF,,,"Protease-Activated Antibodies, 'Probodies'",,BPG,697
Cytonus Therapeutics,https://cytonus.com/,Carlsbad,,,Cargocytes,,BPG,698
Cytovale,https://cytovale.com/,South SF,,,Sepsis Detection,,BPG,699
DC3 Therapeutics,https://dc3therapeutics.com/,South SF,,,Pre-clinical Contract Research,,BPG,700
DCN Dx,https://dcndx.com/,Carlsbad,,,"CDMO, dry chemistry, PCR, ELISA, microfluidics, lab-on-a-chip, microbiology, engineering",,BPG,701
DDL,https://www.ddltesting.com/,Irvine,,,Device Testing,,BPG,702
DNAe,https://www.dnae.com/,Carlsbad,,,Next-gen Sequencing,,BPG,703
DNAnexus,https://www.dnanexus.com/,Mountain View,,,Cloud-based genomic analysis,,BPG,704
Da Zen Theranostics,http://www.dazenthera.com,San Jose,,,Cancer-targeting carrier dyes,,BPG,705
Dalton Bioanalytics,https://www.daltonbioanalytics.com/,Los Angeles,,,Mass Spec Blood Analysis,,BPG,706
Danco Laboratories,https://www.earlyoptionpill.com,,,,,Danco Laboratories is a pharmaceutical distributor located in midtown Manhattan which distributes the abortifacient drug mifepristone under the brand name Mifeprex.,Wikipedia,707
Danner Laboratory,https://dannerlab.com/,San Diego,,,Pathology Lab,,BPG,708
Dark Horse Consulting,https://www.darkhorseconsultinggroup.com/,Walnut Creek,,,Cell & Gene Therapy Consulting,,BPG,709
Darmiyan,https://darmiyan.com/,San Francisco,,,Brain Imaging,,BPG,710
Daré Bioscience,https://darebioscience.com/,San Diego,,,Women's Health,,BPG,711
Day One Biopharmaceuticals,https://www.dayonebio.com/,Brisbane,,,Cancer Treatments,,BPG,712
De Novo Software,https://denovosoftware.com/,Pasadena,,,Flow Cytometry and Image Cytometry Data Analysis Software,,BPG,713
Deciduous Therapeutics,https://www.deciduoustx.com/,San Francisco,,,Medicines that activate the endogenous immune mechanism responsible for the elimination of senescent cells,,BPG,714
Decipher Biosciences,https://decipherbio.com/,San Diego,,,Diagnostics,,BPG,715
Decision Sciences Medical,http://dsmedco.com/,Poway,,,Acoustic Coherent Tomography Imaging,,BPG,716
Deep 6 AI,https://deep6.ai/,Pasadena,,,AI for Clinical Data,,BPG,717
Deep Apple Therapeutics,https://deepappletx.com/,San Francisco,,,Oral small molecule,,BPG,718
DeepSight Technology,https://www.deepsight.com/,Santa Clara,,,Next-gen Ultrasound,,BPG,719
Deepcell,https://deepcell.com/,Menlo Park,,,Genetic Tests,,BPG,720
Defined Bioscience,https://definedbioscience.com/,San Diego,,,Cell culture reagents and media from defined sources,,BPG,721
Degron Therapeutics,https://www.degrontx.com/,San Diego,,,Molecular glue-based targeted protein degradation drug discovery platform,,BPG,722
DelNova,https://delnova.net/,San Diego,,,505(b)(2) repurposed drugs,,BPG,723
Delix Therapeutics,http://delixtherapeutics.com,,,,,"Delix Therapeutics is an American biotech company based in Boston, Massachusetts.",Wikipedia,724
Delpor,https://delpor.com/,Brisbane,,,Drug Delivery System,,BPG,725
Delve Bio,https://www.delve.bio/,San Francisco,,,Metagenomic NGS Diagnostics,,BPG,726
Denali Therapeutics,https://www.denalitherapeutics.com/,South SF,,,"Neurodegenerative therapies, BBB-crossing antibody",,BPG,727
Denovicon Therapeutics,https://www.denovicontx.com/,La Jolla,,,Small Molecule Discovery,,BPG,728
Denovo Biopharma,https://denovobiopharma.com/,San Diego,,,Biomarker technology,,BPG,729
DermTech,https://dermtech.com/,San Diego,,,Molecular Testing,,BPG,730
Dermata Therapeutics,https://www.dermatarx.com/,San Diego,,,Dermatology treatments,,BPG,731
