Company Name,Website,City,Address,Company Stage,Focus Areas,Description,Validation_Source,original_index
Livionex Pharma,https://getlivfresh.com/,Los Gatos,,,"Unmet medical needs in Periodontitis, Cataracts and Herpes Simplex Virus",,BPG,1266
Lucina Biotherapeutics,https://lucina.bio/,Santa Cruz,,,Lipid-based interventions,,BPG,1271
Luminary Genetics,https://www.luminarygenetics.com/,Santa Clara,,,Genetic Testing,,BPG,1274
Luminyst,https://www.luminyst.com/,Oakland,,,"product lifecycle management, quality and product development program consulting",,BPG,1275
Lunai Bioworks,https://www.lunaibioworks.com/,Los Angeles,,,AI Drug Discovery,,BPG,1279
Lykos Therapeutics,https://lykospbc.com/,San Jose,,,Psychedelics,,BPG,1287
Lyterian Therapeutics,https://lyterian.com/,South SF,,,Therapeutics,,BPG,1289
MabSwitch,https://mabswitch.com/,Van Nuys,,,Regulatable Antibodies,,BPG,1296
Mablytics,https://mablytics.com/,San Diego,,,Novel Immunotherapies,,BPG,1297
Macro Biologics,https://www.macrobiologics.com/,Carlsbad,,,Antimicrobial Coating Technology,,BPG,1299
Magic Lifescience,https://magiclifescience.com/,Mountain View,,,POC Molecular Diagnostics,,BPG,1301
Magnetic Insight,https://magneticinsight.com/,Alameda,,,Magnetic Particle Imaging,,BPG,1302
Mahzi Therapeutics,https://mahzi.com/,San Mateo,,,Gene therapy for rare genetic neurodevelopmental disorders,,BPG,1304
MakroCare,https://www.makrocare.com/,San Francisco,,,Drug Development Partner,,BPG,1306
MantleBio,https://www.mantlebio.com/,San Francisco,,,Data Platform,,BPG,1309
Mapp Biopharmaceutical,http://www.leafbio.com/,,,,,"Mapp Biopharmaceutical is an American pharmaceutical company founded in 2003 by Larry Zeitlin and Kevin Whaley. Mapp Biopharmaceutical is based in San Diego, California.",Wikipedia,1311
MarWell Bio,https://www.marwell.bio/,South SF,,,Generative AI Antibody Design,,BPG,1312
Marathon Pharmaceuticals,http://marathonpharma.com/,,,,,Marathon Pharmaceuticals LLC was a privately held biopharmaceuticals company focused on drugs for people with rare diseases.,Wikipedia,1313
Marea Therapeutics,https://www.mareatx.com/,South SF,,,Treatments for Cardiometabolic Diseases,,BPG,1314
Matrigen Life Technologies,https://matrigen.com/,Irvine,,,Soft (More Natural) Cell Culture Environments,,BPG,1319
Matrubials,https://matrubials.com/home-1,Davis,,,Milk-derived Therapies,,BPG,1321
Maxwell Biomedical,https://www.maxwellbiomedical.com/,San Diego,,,Solution designed to maintain sinus rhythm in patients with Atrial Fibrillation,,BPG,1324
Maxymune Therapeutics,https://maxymunetx.com/,Los Altos,,,Small Molecule Inhibitors,,BPG,1326
McNeil Consumer Healthcare,http://www.pharmexec.com/hba-woman-year-jj-s-denice-torres,,,,,McNeil Consumer Healthcare is an American medicals products company belonging to Kenvue consumer health group. It primarily sells fast-moving consumer goods such as over-the-counter drugs.,Wikipedia,1331
Meacor,https://meacor.com/,Irvine,,,Cardiovascular Minimally invasive transcatheter cryoadhesion system,,BPG,1333
Medeloop,https://www.medeloop.ai/,San Francisco,,,AI Clinical Research Platform,,BPG,1337
MediCell Technologies,https://www.medicelltech.com/,Carlsbad,,,Stem Cell Treatments,,BPG,1340
