Company Name,Website,City,Address,Company Stage,Focus Areas,Description,Validation_Source,original_index
Turn Biotechnologies,https://www.turn.bio/,Mountain View,,,mRNA Therapies,,BPG,2182
Turn Therapeutics,https://turntherapeutics.com/,Westlake Village,,,"Petrolatum-based, liquid-in-oil suspension technology for eczema",,BPG,2183
TwoStep Therapeutics,https://twosteptx.com/,San Carlos,,,PIP Therapies,,BPG,2185
Uniquity Bio,https://www.uniquity.com/,San Diego,,,Monoclonal Antibody,,BPG,2192
Universal Brain,https://www.universal-brain.com/,Palo Alto,,,Precision psychiatry platforms using EEG wearables and AI,,BPG,2194
Universal Stabilization Technologies (Vitrilife),https://www.vitrilife.com/,San Diego,,,Drug Stabilization and Delivery,,BPG,2196
Unlearn,https://www.unlearn.ai/,San Francisco,,,Machine-learning technology that creates digital twins of patients in clinical trials,,BPG,2198
Until Labs,https://www.untillabs.com/,San Francisco,,,Reversible Cryopreservation for Organ Procurement,,BPG,2200
Uptake Medical,http://www.uptakemedical.com/,San Jose,,,"Non-surgical, non-implant therapy to improve breathing",,BPG,2201
VIAN Therapeutics,https://www.viantx.com/,San Francisco,,,Antiangiogenic for treating retinal blinding diseases,,BPG,2204
VST Bio,https://www.vst-bio.com/,San Diego,,,Antibodies that target novel pathways,,BPG,2208
VahatiCor,https://vahaticor.com/,Santa Clara,,,Refractory Angina Treatment Device,,BPG,2209
Valora Therapeutics,https://www.valoratherapeutics.com/,La Jolla,,,"Immunotherapy Drug Discovery Platform, AbLecs",,BPG,2214
Vantis Vascular,https://vantisvascular.com/,San Jose,,,Microcatheter,,BPG,2215
VasoRx,https://www.vasrx.com/,San Diego,,,RNA delivery,,BPG,2219
VedaBio,https://www.vedabio.com/,San Diego,,,"Molecular Detection, Gene Editing",,BPG,2224
Veebot,https://www.veebot.com/,Mountain View,,,Robotic Needle Insertion,,BPG,2225
Vektor Medical,https://www.vektormedical.com/,San Diego,,,Technology designed for functionally mapping cardiac arrhythmias,,BPG,2227
Ventoux Biosciences,https://www.ventouxbio.com/,Encinitas,,,Fibrotic Disease Treatments,,BPG,2231
Ventrix,https://ventrixbio.com/,San Diego,,,Cardiac repair scaffold,,BPG,2233
Ventyx Biosciences,https://ventyxbio.com/,San Diego,,,Therapeutics targeting innate and adaptive immune systems,,BPG,2234
Verana Health,https://www.veranahealth.com/,San Francisco,,,Clinical Database,,BPG,2237
Versa Vascular,https://versavascular.com/,Santa Cruz,,,Tricuspid Repair solution,,BPG,2242
ViQi,https://www.viqiai.com/,Santa Barbara,,,AI and Imaging for Drug Discovery,,BPG,2248
Via Nova Therapeutics,https://www.vianovatx.com/,Oakland,,,Small Molecule Antivirals,,BPG,2249
Viage Therapeutics,https://www.viagetx.com/,San Francisco,,,Neurotherapeutics Acting on Gut,,BPG,2251
Vibrant America Clinical Laboratory,https://www.vibrant-america.com/,Santa Clara,,,Clinical Diagnostics,,BPG,2253
Vibrato Medical,https://www.vibratomedical.com/,Newport Beach,,,Wearable for Critical Limb Ischemia and Peripheral Arterial Disease,,BPG,2254
Vicinitas Therapeutics,https://www.vicinitastx.com/,South SF,,,Protein stabilization platform to develop novel therapeutics in cancer and genetic disorders,,BPG,2255
VictoGen,https://victogenpharma.com/,Irvine,,,"Analytical, Formulation Development, Regulatory",,BPG,2256
Videra Surgical,https://www.viderasurgical.com/,San Francisco,,,Breast Marker for Orientation during cancer intervention,,BPG,2257
Vironexis Biotherapeutics,https://vironexis.com/,San Diego,,,T Cell Immunotherapy,,BPG,2260
Virtuoso Therapeutics,https://virtuosotherapeutics.com/,San Mateo,,,Therapeutic Antibodies,,BPG,2261
Viseon,https://viseon-inc.com/,Irvine,,,Minimally Invasive Spine Surgery,,BPG,2264
Visgenx,https://visgenx.com/,Santa Cruz,,,Therapeutics for Macular Degeneration and Other Age-Related Disorders,,BPG,2265
Vista.ai,https://vista.ai/,Palo Alto,,,MRI Software,,BPG,2267
Vitalex Biosciences,https://www.vitalexbiosciences.com/,Torrance,,,Diagnostics and Immunotherapy,,BPG,2270
Vivace Therapeutics,https://vivacetherapeutics.com/,San Mateo,,,Bispecific Antibodies,,BPG,2271
Vivani Medical,https://vivani.com/,Alameda,,,Implantable Drug Delivery Systems,,BPG,2272
Vonova.io,https://www.vonova.io/,San Diego,,,"Minimally invasive, endovascular platforms",,BPG,2278
Vybion,https://www.vybion.com/,Monterey,,,Recombinant Protein Development,,BPG,2279
Wakunaga Pharmaceutical,https://www.wakunaga.co.jp/,Mission Viejo,,,Various biotech and diagnostics products,,BPG,2281
Wield Therapeutics,https://www.wieldtx.com/,Mountain View,,,Antibody Therapeutics,,BPG,2284
Wincal BioPharm,https://www.wincalbio.com/,South SF,,,Eyedrop Formulation of Therapeutic Antibodies,,BPG,2286
WuXi Apptec,https://www.wuxiapptec.com/,San Diego,,,"All types of contract work for small molecules, devices",,BPG,2287
XCellAssay,https://www.xcellassay.com/,Berkeley,,,Low-cost measurement of hormones in ultra-low volumes of serum or urine,,BPG,2288
Xosomix,https://www.xosomix.com/,San Diego,,,Exosome Therapeutics,,BPG,2298
Y-Trap,https://www.y-trap.com/,San Francisco,,,Novel platform of targeted multifunctional immunomodulatory antibody-ligand traps for cancer immunotherapy,,BPG,2300
Yuvan Research,https://yuvres.com/,Mountain View,,,Reversing Aging,,BPG,2304
ZKR Orthopedics,https://www.zkrorthopedics.com/,San Francisco,,,Minimally invasive surgical alternatives for osteoarthritis and cartilage degeneration of the patellofemoral joint,,BPG,2306
ZMI Pharma,https://zimhi.com/,Carlsbad,,,Opioid Agonist,,BPG,2307
Zai Lab,https://www.zailaboratory.com/,South SF,,,Small Molecules,,BPG,2310
Zeda,https://www.z8a.com/,Fremont,,,3D-printed Nanotech Spinal Devices,,BPG,2312
Zenith Epigenetics,https://www.zenithepigenetics.com/,San Francisco,,,Orally-active small molecules,,BPG,2315
Zenobia Fragments,https://www.zenobiafragments.com/,San Diego,,,Lead Discovery Fragments,,BPG,2316
Zenshine Pharmaceuticals,http://en.zenshine-pharma.com/,Burlingame,,,Small Molecules,,BPG,2318
Zensun Sci & Tech,http://www.zensunus.com/,San Diego,,,"Biologics, Small Molecule",,BPG,2319
Zentalis Pharmaceuticals,https://www.zentalis.com/,San Diego,,,Small Molecules,,BPG,2320
Zeon Systems,https://www.zeonsystems.ai/,San Francisco,,,Lab Automation,,BPG,2321
ZymagenX,https://zymagenx.com/,Newport Beach,,,Recombinant proteases,,BPG,2327
ashibio,https://ashibio.com/,Burlingame,,,Novel  therapeutics for the treatment of bone and connective tissue disorders,,BPG,2330
eLum Technologies,http://elumtech.com/,Fremont,,,Medical Devices,,BPG,2332
enVVeno Medical,https://envveno.com/,Irvine,,,Bioprosthetic Devices & Technologies,,BPG,2333
f5 Therapeutics,https://www.f5therapeutics.com/,San Diego,,,"Small-molecule, targeted protein degraders",,BPG,2334
iLeukon Therapeutics,https://www.ileukon.com/,San Diego,,,Nanoparticle (LNP)-formulated mRNA,,BPG,2336
iNanoBio,https://inanobio.com/,Menlo Park,,,3D nanopore – transistor device for sequencing the whole human genome with high accuracy,,BPG,2337
iSono Health,https://isonohealth.com/,South SF,,,3D Breast Ultrasound Scanner,,BPG,2339
iota Biosciences,https://iota.bio/,Alameda,,,Implantable Bioelectronic Devices,,BPG,2342
iuvo BioScience,https://iuvoclinical.com/,Costa Mesa,,,Ophthalmic Clinical Research Services,,BPG,2343
mFluiDx,https://www.mfluidx.com/,Oakland,,,Diagnostics at Primary Care Clinics,,BPG,2346
xCures,https://xcures.com/company/,Oakland,,,AI-based precision oncology clinical study platform,,BPG,2352
