Company Name,Website,City,Address,Company Stage,Focus Areas,Description,Validation_Source,original_index
Gynesonics,https://gynesonics.com/us/,Redwood City,,,Uterine fibroids ablation,,BPG,1011
Gyre Therapeutics,https://www.gyretx.com/,San Diego,,,Organ fibrosis and inflammatory diseases,,BPG,1012
HAYA Therapeutics,https://www.hayatx.com/,San Diego,,,"RNA-based, RNA-targeting Fibrotic Therapies",,BPG,1013
HD Medical,https://hdmedicalgroup.com/,Santa Clara,,,Intelligent Stethoscope,,BPG,1014
HOPO Therapeutics,https://www.hopotx.com/,Emeryville,,,Heavy Metal Poisoning Prevention,,BPG,1015
HORIBA Medical,https://www.horiba.com/int/healthcare/,Irvine,,,"Hematology, Hemostasis, Clinical Chemistry",,BPG,1016
HTD Biosystems,https://www.htdcorp.com/,Livermore,,,Contract Development,,BPG,1017
HUGENX,https://www.hugenx.com/,Irvine,,,Lab Management Software,,BPG,1018
Hallux,https://halluxinc.com/,Laguna Hills,,,Toenail Fungus Treatment,,BPG,1019
Halo Biosciences,https://halobiosciences.com/,Palo Alto,,,Small Molecules,,BPG,1020
Halozyme Therapeutics,https://halozyme.com/,San Diego,,,"Extracellular Matrix, Licensed out",,BPG,1021
Hand Biomechanics Lab,https://handbiolab.com/,Sacramento,,,Hand Corrective Devices,,BPG,1022
Handa Pharmaceuticals,http://handapharma.com/,San Jose,,,Specialty pharmaceutical development - generic and 505(b)(2),,BPG,1023
Harbor MedTech,https://www.harbormedtech.com/,Lake Forest,,,Orthopedic soft tissue repair solutions,,BPG,1024
Harrow Health,http://harrowinc.com,,,,,"Harrow Health, Inc., formerly known as Imprimis Pharmaceuticals, is a publicly traded pharmaceutical company based in Nashville, Tennessee.",Wikipedia,1025
Hawkeye Bio,https://www.hawkeyebio.com/,Torrance,,,Lung Cancer Diagnosis,,BPG,1026
HealthBio AI,https://www.healthbioai.com/,Hayward,,,Molecular Diagnostics,,BPG,1027
HeartBeam,https://www.heartbeam.com/,Santa Clara,,,Heart Attack Detector,,BPG,1028
HeartFlow,https://www.heartflow.com/,Mountain View,,,Coronary heart diseases assessment,,BPG,1029
Helicore Biopharma,https://www.helicore.com/,San Mateo,,,"Obesity Therapies, Monoclonal Antibody",,BPG,1030
Helio Genomics,https://heliogenomics.com/,Irvine,,,Cancer Diagnostics,,BPG,1031
Helix,https://www.helix.com/,San Mateo,,,Genetic Testing,,BPG,1032
Help Remedies,http://www.businessweek.com/articles/2012-03-22/help-remediess-hip-pharma,,,,,"Help Remedies, Inc.",Wikipedia,1033
HepaTx,https://hepatx.com/,Palo Alto,,,Stem-Cell Based Liver Therapies,,BPG,1034
Herophilus,https://www.herophilus.com/,San Francisco,,,Phenotypic screening to discover novel drugs for complex neurological and psychiatric diseases,,BPG,1035
Hexagon Bio,https://www.hexagonbio.com/,Menlo Park,,,"Fungal Genomic Sequencing, Possible Therapeutic Applications",,BPG,1036
Hikari Medical Technologies,https://www.hikarimedical.com/,Santa Barbara,,,Non-invasive Drug Dosing Solution,,BPG,1037
Hillhurst Biopharmaceuticals,https://hillhurstbio.com/,San Diego,,,Oral Carbon Monoxide Therapeutics,,BPG,1038
Hinge Bio,https://hingebio.com/,Burlingame,,,Next-generation of multi-functional antibodies and Fc-fusion proteins,,BPG,1039
Hinge Therapeutics,https://hingethera.com/,Sunnyvale,,,AI Small Molecule Drug Discovery,,BPG,1040
Histologics,https://histologics.com/index.php,Anaheim,,,Biopsy Technology,,BPG,1041
Holoclara,https://holoclara.com/,Los Angeles,,,Orally-available Therapies Derived From Worms,,BPG,1042
Hologic,https://www.hologic.com/,San Diego,,,"Diagnostic, Imaging",,BPG,1043
Hongene Biotech Corporation,https://www.hongene.com/,Union City,,,"Research chemicals, nucleic acids",,BPG,1044
Horiba Instruments,https://www.horiba.com/int/,Irvine,,,Equipment,,BPG,1045
Hospi Corporation,https://www.hospicorp.com/,San Mateo,,,Catheter,,BPG,1046
Hospira,https://www.pfizerhospitalus.com,,,,,"Hospira was an American global pharmaceutical and medical device company with headquarters in Lake Forest, Illinois. It had approximately 19,000 employees.",Wikipedia,1047
Human Longevity,https://www.humanlongevity.com/,San Diego,,,Genotype / Phenotype database for therapeutic / diagnostics discovery,,BPG,1048
Humanity Neurotech,https://www.humanityneurotech.com/,San Francisco,,,Brain devices,,BPG,1049
Huya Bioscience,https://huyabio.com/,San Diego,,,Compound Advancement,,BPG,1050
HypO2Regen,https://ho2rx.com/,Berkeley,,,Regenerative Therapies,,BPG,1051
I Peace,https://ipeace.com/en/,Palo Alto,,,"iPSC Cell Banking, Research Products, Cell Manufacturing",,BPG,1052
IDEAYA Biosciences,https://www.ideayabio.com/,South SF,,,Personalized Synthetic Medicines,,BPG,1053
IFM Therapeutics,http://ifmthera.com/,,,,,IFM Therapeutics is a pharmaceutical company focused on developing biological treatments for autoimmune diseases.,Wikipedia,1054
IGeneX,https://igenex.com/,Milpitas,,,Lyme / tick-borne disease assays,,BPG,1055
IHP Therapeutics,https://www.ihptherapeutics.com/,San Carlos,,,Drug Development for Urgent Medical Needs,,BPG,1056
IMIDomics,https://www.imidomics.com/,San Rafael,,,Treatments for immune-mediated inflammatory diseases; Biobank platform,,BPG,1057
INOMIXO,https://www.inomixo.com/,San Jose,,,Nano-LC Columns,,BPG,1058
IPS HEART,https://ipsheart.com/,San Diego,,,Induced pluripotent stem cell cardiac therapy,,BPG,1059
IQVIA,https://www.iqvia.com/,San Diego,,,Clinical Research,,BPG,1060
IRIDEX,https://www.iridex.com/,Mountain View,,,Ophthalmic lasers,,BPG,1061
ISTA Pharmaceuticals,http://www.istavision.com,,,,,"ISTA Pharmaceuticals, Inc., was a US-based pharmaceutical company that specialized in ophthalmic pharmaceutical products and discovers, develops, and markets therapies for inflammation, ocular pain...",Wikipedia,1062
Iambic Therapeutics,https://www.iambic.ai/,San Diego,,,AI-based Drug Discovery,,BPG,1063
Ichor Medical Systems,https://ichorms.com/,San Diego,,,Enhanced Delivery of Gene Therapy,,BPG,1064
IconOVir Bio,https://iconovir.com/,San Diego,,,Oncolytic Virus Therapy,,BPG,1065
Idience,https://www.idience.com/,San Francisco,,,Cancer Therapies,,BPG,1066
IgGenix,https://iggenix.com/,South SF,,,Allergy Antibody Therapy,,BPG,1067
Igenomix,https://www.igenomix.com/,Torrance,,,Contract genetic testing for reproductive health; covid-19 pcr,,BPG,1068
Illumina,https://www.illumina.com/,Hayward,,,"Genomic tools, research products, molecular diagnostics, NGS",,BPG,1069
Illuminant Surgical,https://www.illuminant.ai/,Culver City,,,Surgical Visualization,,BPG,1070
Imagene,https://imagenebio.com/,San Diego,,,Biologics,,BPG,1071
Immix Biopharma,https://immixbio.com/,Los Angeles,,,Small Molecules,,BPG,1072
Immune Inc.,https://www.beimmune.com/,Carlsbad,,,"Pharm, Device, Biotech Consulting",,BPG,1073
Immune-Onc Therapeutics,https://www.immune-onc.com/,Palo Alto,,,Immuno-Oncology,,BPG,1074
ImmuneBridge,https://www.immunebridge.com/,San Francisco,,,Allogeneic immunotherapies for cancer,,BPG,1075
Immunicom,https://immunicom.com/,San Diego,,,Blood-filtering Cancer Treatments,,BPG,1076
Immunis,https://immunisbiomedical.com/home/,Irvine,,,Secretome Technology,,BPG,1077
ImmunityBio,https://immunitybio.com/,El Segundo,,,Cellular therapy,,BPG,1078
Immuno Concepts,https://immunoconcepts.com/,Sacramento,,,Diagnostics,,BPG,1079
ImmunoMind,https://immunomind.com/,Berkeley,,,AI-powered platform for ultra-fast discovery of biomarkers,,BPG,1080
ImmunoVec,https://immunovec.com/,Los Angeles,,,Gene Therapy for Hematopoietic Diseases,,BPG,1081
ImmunoVision,https://immunovision.com/,El Cajon,,,Autoimmune Reagents,,BPG,1082
Imorgon,https://imorgon.net/,San Mateo,,,Ultrasound,,BPG,1083
Imperative Care,https://imperativecare.com/,Campbell,,,Large Diameter Catheters for stroke care,,BPG,1084
Impilo Therapeutics,https://impilotherapeutics.com/,San Diego,,,ASOs,,BPG,1085
Implen,https://www.implen.de/,Westlake Village,,,Spectroscopy instruments and consumables for the non-destructive analysis of ultra low volume samples,,BPG,1086
Imvaria,https://imvaria.com/,Berkeley,,,Digital Biomarker Platform,,BPG,1087
InCarda Therapeutics,https://www.incardatherapeutics.com/,Newark,,,Pulmonary drug delivery,,BPG,1088
InClin,https://www.inclin.com/,San Mateo,,,"Clinical Research, Consulting",,BPG,1089
InVivoScribe,https://invivoscribe.com/,San Diego,,,Molecular Diagnostics,,BPG,1090
Inapill,https://www.inapill.com/,Berkeley,,,Small Molecules,,BPG,1091
Inari Medical,https://www.inarimedical.com/,Irvine,,,Catheter-based technologies for the treatment of venous thromboembolism,,BPG,1092
Inceptive,https://inceptive.life/,Palo Alto,,,Biological Computers,,BPG,1093
Incyte,http://incyte.com,,,,,"Incyte Corporation is an American multinational pharmaceutical company with headquarters in Wilmington, Delaware.",Wikipedia,1094
Indapta Therapeutics,https://indapta.com/,San Francisco,,,allogeneic FcR?-deficient natural killer cells,,BPG,1095
Indee Labs,https://www.indeelabs.com/,Berkeley,,,Gene Delivery Technology,,BPG,1096
Indi Molecular,https://www.indimolecular.com/,Los Angeles,,,Small synthetic molecule replacement for antibody-based therapeutics,,BPG,1097
Induce Biologics,https://www.inducebiologics.com/,Irvine,,,Bone regenerative devices,,BPG,1098
