Company Name,Website,City,Address,Company Stage,Focus Areas,Description,Validation_Source,original_index
Benitec Biopharma,https://www.benitec.com/,Hayward,,,DdRNAi,,BPG,388
Benthic Genomics,https://www.benthic.bio/,Mountain View,,,Sequencing Solutions,,BPG,389
Bespoke Biotherapeutics,https://bespokebiotx.com/,San Mateo,,,Genome Engineered B-cell Therapeutics,,BPG,390
Beta Bionics,https://www.betabionics.com/,Irvine,,,Artificial Pancreas,,BPG,391
Bexson Biomedical,https://www.bexsonbiomedical.com/,Santa Barbara,,,Subcutaneous Drug Delivery,,BPG,392
Big Eye Diagnostics,https://www.bigeyedx.com/,San Diego,,,All Terrain Diagnostics,,BPG,393
BigHat Biosciences,https://www.bighatbio.com/,San Mateo,,,"BigHat designs safer, more effective biologic therapies using machine learning and synthetic biology",,BPG,394
BillionToOne,https://www.billiontoone.com/,Menlo Park,,,Prenatal Genetic Testing,,BPG,395
Binacea Pharma,https://binaceapharma.com/,Hayward,,,Cancer Antibodies,,BPG,396
Bio Applied Technologies Joint,http://www.batj.net/,San Diego,,,Biotech Services,,BPG,397
Bio4t2,https://bio4t2.com/,San Diego,,,CAR-T Cell Therapies,,BPG,398
BioAge Labs,https://bioagelabs.com/,Richmond,,,Computational platform that explores a universe of proprietary and public data to identify and target the molecular factors that influence longevity,,BPG,399
BioAmp Diagnostics,https://bioampdx.com/,San Carlos,,,Diagnostics to counteract antibiotic resistance,,BPG,400
BioAssay Systems,https://bioassaysys.com/,Hayward,,,Assays,,BPG,401
BioAtla,https://www.bioatla.com/,San Diego,,,Conditionally-active Biologics,,BPG,402
BioCardia,https://www.biocardia.com/,Sunnyvale,,,Personalized marrow-derived cell therapy,,BPG,403
BioChain,https://www.biochain.com/,Newark,,,Sample Preparation,,BPG,404
BioCorRx,https://www.biocorrx.com/,Anaheim,,,Addiction Treatments,,BPG,405
BioCryst Pharmaceuticals,http://www.biocryst.com/,,,,,"BioCryst Pharmaceuticals, Inc. is an American pharmaceutical company headquartered in Durham, North Carolina.",Wikipedia,406
BioDot,https://www.biodot.com/,Irvine,,,Equipment,,BPG,407
BioDuro,https://www.bioduro.com/,,,,,"BioDuro is a contract research, development, and manufacturing organization (CRDMO) headquartered in Irvine, California, United States.",Wikipedia,408
BioEclipse Therapeutics,https://www.bioeclipse.com/,Mountain View,,,Immuno-Oncology,,BPG,409
BioGenex,https://biogenex.com/,Fremont,,,"Cellular & Molecular Diagnostics, Biotech Reagents",,BPG,410
BioGrammatics,https://www.biogrammatics.com/,Carlsbad,,,Protein Expression,,BPG,411
BioJiva,https://biojiva.com/,San Jose,,,,,BPG,412
BioLegacy Research,https://biolegacyresearch.com/,San Diego,,,Contract Research,,BPG,413
BioLegend,https://www.biolegend.com/,San Diego,,,"Cytokines, Reagents, etc.",,BPG,414
BioMap,https://www.biomap.com/en/,Palo Alto,,,AI Models,,BPG,415
BioMarin Pharmaceutical,https://www.biomarin.com/,Novato,,,Biologics,,BPG,416
BioNTech,https://www.biontech.com/int/en/home.html,San Diego,,,"mRNA, Vaccines, Biologics",,BPG,417
BioPioneer,https://www.biopioneerinc.com/,San Diego,,,Molecular Biology Reagents,,BPG,418
BioProduction Systems,https://www.bioproductionsystems.com/,Palo Alto,,,Biologic CDMO,,BPG,419
BioQ Pharma,https://bioqpharma.com/,San Francisco,,,Drug infusion systems,,BPG,420
BioSapien,https://biosapien.com/,San Diego,,,3D printed biodegradable mesh,,BPG,421
BioSciencesCorp,https://www.biosciencescorp.com/,San Ramon,,,Biologics Services & Consulting,,BPG,422
BioSpring,https://www.biospring.net/,La Jolla,,,Manufacturing & Analytical Services,,BPG,423
BioSpyder Technologies,https://www.biospyder.com/,Carlsbad,,,Gene expression profiling,,BPG,424
BioSuperior,https://bio-superior.com/,Los Altos,,,"Non-invasive, and easily accessible technologies to cure lung disease",,BPG,425
BioSyn,https://biosyncorp.com/,Carlsbad,,,Hemocyanin Products,,BPG,426
BioTechLogic,https://www.biotechlogic.com/,Walnut Creek,,,Biopharmaceutical Consulting,,BPG,427
BioTheryX,https://www.biotheryx.com/,San Diego,,,Small Molecules,,BPG,428
BioTuring,https://bioturing.com/,San Diego,,,Bioinformatics Solutions,,BPG,429
BioVinc,https://biovinc.com/,Pasadena,,,Bone Targeted Therapeutics & Diagnostics,,BPG,430
Bioagilytix,https://www.bioagilytix.com/,San Diego,,,"Bioanalytical services, immunoassays, cell-based assays",,BPG,431
Biocheck,https://biocheckinc.com/,South SF,,,"Develops, manufactures, and distributes immunodiagnostic test kits and research reagents",,BPG,432
Biogen,https://www.biogen.com/,,,,,"Biogen Inc. is an American multinational biotechnology company based in Cambridge, Massachusetts, United States specializing in the treatment of neurological diseases.",Wikipedia,433
Biolinq,https://www.biolinq.com/,San Diego,,,Needle-Free Blood Glucose Monitoring,,BPG,434
Biolog,https://www.biolog.com/,Hayward,,,Cell Phenotyping Technology,,BPG,435
Biologic Input Output Systems,https://www.biologicinputoutputsystems.com/,Carlsbad,,,Implantable system connecting the human peripheral nervous system to robotic limbs and digital devices,,BPG,436
Biomarker Pharmaceuticals,http://www.biomarkerinc.com,San Jose,,,"Gene Expression, Nutraceuticals, Genotyping",,BPG,437
Biomea Fusion,https://biomeafusion.com/,Redwood City,,,Small Molecules Targeting Cancer,,BPG,438
Biomed,https://www.biomedind.com/,San Jose,,,Small molecule for neurological disorders,,BPG,439
Biomerica,https://biomerica.com/,Irvine,,,Diagnostic Tests,,BPG,440
Biomiga,https://biomiga.com/,San Diego,,,Molecular biology research products,,BPG,441
Biomonadic,https://www.biomonadic.com/,Berkeley,,,Klotho Gene Therapy,,BPG,442
Bionano Genomics,https://bionano.com/,San Diego,,,Genome Mapping,,BPG,443
Bionaut Labs,https://bionautlabs.com/,Los Angeles,,,Robot Delivery of Therapeutics,,BPG,444
Bioneer,https://us.bioneer.com/page/w/home,Oakland,,,Protein Synthesis Equipment & Reagents,,BPG,445
Bionexus,https://bionexus.net/,Oakland,,,Genomic & Proteomic products,,BPG,446
Bionova Scientific,https://bionovascientific.com/,Fremont,,,Full-service Biologics CDMO,,BPG,447
Biopeptide Co.,https://www.biopeptide.com/,San Diego,,,Peptide Production,,BPG,448
Biopico Systems,https://biopico.com/,Irvine,,,Biological testing technologies,,BPG,449
Bioprocess AI,https://www.bioprocess.ai/,San Francisco,,,CMC Automation,,BPG,450
Biora Therapeutics,https://www.bioratherapeutics.com/,San Diego,,,Oral Biotherapeutics for GI Health,,BPG,451
BiosPacific,https://www.biospacific.com/,Emeryville,,,Antibodies and antigens,,BPG,452
Biosero,https://biosero.com/,San Diego,,,"Laboratory Automation, Liquid-handling",,BPG,453
Biosplice Therapeutics,https://www.biosplice.com/default.aspx,San Diego,,,Small Molecules Acting on Stem Cells,,BPG,454
Biotium,https://biotium.com/,Fremont,,,Fluorescent Reagents,,BPG,455
Biotricity,https://biotricity.com/,Redwood City,,,"Remote cardiac monitoring devices, health management software",,BPG,456
Biovest,http://www.biovest.com/cancer-vaccine-technology/biovaxidr/personalized-cancer-vaccine,,,,,"Biovest International, Inc (OTCQB: BVTI) was a Minneapolis-based biotechnology company.",Wikipedia,457
Biovista,http://www.biovista.com,,,,,"Biovista Inc. is a private drug development services company based in Charlottesville, Virginia, US.",Wikipedia,458
Bitterroot Bio,https://brbio.com/,Palo Alto,,,Immune modulation to treat cardiovascular disease,,BPG,459
Blacksmith Medicines,https://blacksmithmedicines.com/,San Diego,,,Human Metalloenzyme-Targeted Medicines,,BPG,460
Block Drug,http://www.fundinguniverse.com/company-histories/block-drug-company-inc-history/,,,,,"Block Drug Company was a pharmaceutical company based in Jersey City, New Jersey, United States, that specialized in dental care products.",Wikipedia,461
Bloom Science,https://bloomscience.com/,San Diego,,,Microbiota-Based Drug Discovery,,BPG,462
BlossomHill Therapeutics,https://bhtherapeutics.com/,San Diego,,,Small Molecule Drug Discovery,,BPG,463
BlueArc Biosciences,https://www.bluearcbio.com/,Del Mar,,,Diagnostics (Biosensors with Synthetic Biology,,BPG,464
BlueJay Therapeutics,https://bluejaytx.com/,Redwood City,,,"Monoclonal Antibody, Small Molecule",,BPG,465
Bodyport,https://www.bodyport.com/,San Francisco,,,Biomarker-guided digital therapeutics,,BPG,466
Boehringer Ingelheim,https://www.boehringer-ingelheim.com/,Fremont,,,"Large molecule, biomanufacturing",,BPG,467
Bolt Biotherapeutics,https://www.boltbio.com/,Redwood City,,,Systemically delivered Immune-Stimulating Antibody Conjugates,,BPG,468
Bolt Medical,https://boltmed.com/,Carlsbad,,,Intravascular Lithotripsy,,BPG,469
Bone Health Technologies,https://www.osteoboost.com/,San Francisco,,,Mechanical Bone Stimulation,,BPG,470
Boomerang Medical,https://www.boomerangmedical.com/,Mountain View,,,Bioelectric Medicine,,BPG,471
Bora Biologics,https://www.borabiologics.com/,San Diego,,,Contract Biologics,,BPG,472
Borvo Medical,https://borvomedical.com/,Mountain View,,,Endoport Vacuum Assisted Collection,,BPG,473
Boster Bio,https://www.bosterbio.com/,Pleasanton,,,"Antibodies, ELISA kits, etc.",,BPG,474
Boundless Bio,https://boundlessbio.com/,San Diego,,,Cancer Treatments targeting extra-chromosomal DNA,,BPG,475
BrainKey,https://www.brainkey.ai/,San Francisco,,,AI for MRI analysis,,BPG,476
Braveheart Bio,https://www.braveheart.bio/,San Francisco,,,Therapeutics for hypertrophic cardiomyopathy and related conditions,,BPG,477
Brenig Therapeutics,https://www.brenigther.com/,San Diego,,,Neurology-focused drug development company utilizing an AI/ML-based discovery platform,,BPG,478
Brevet,https://www.brevet.com/,Huntington Beach,,,Custom Medical & Industrial Component Manufacturing,,BPG,479
BridGene Biosciences,https://www.bridgenebio.com/,San Jose,,,Small molecules that drug traditionally undruggable targets,,BPG,480
BridgeBio Oncology Therapeutics,https://bridgebiooncology.com/,South SF,,,RAS-targeted small molecules,,BPG,481
BridgeBio Pharma,https://bridgebio.com/,Palo Alto,,,Genetic Disease Treatments,,BPG,482
Bright Cell,https://brightcellgroup.com/,Irvine,,,Stem Cell Banking. Technology,,BPG,483
Bright Uro,https://www.gleanuds.com/,Irvine,,,Urology Diagnostic Device,,BPG,484
BrightInsight,https://brightinsight.com/,San Jose,,,Digital Health Platform,,BPG,485
Brii Biosciences,https://www.briibio.com/,San Mateo,,,"SIRNA, Biologics, Monoclonal Antibodies, Small Molecules",,BPG,486
Brink Biologics,https://brinkbiologics.com/,San Diego,,,Stem Cell Technology,,BPG,487
