Company Name,Website,City,Address,Company Stage,Focus Areas,Description,Validation_Source,original_index
CYP450-GP,https://www.cyp450-gp.com/,Vista,,,Reagents for Early Drug Development,,BPG,515
CYTORUM,https://www.cytorum.com/,Santa Clara,,,Single Cell Analysis,,BPG,516
Cache DNA,https://www.cache-dna.com/,San Carlos,,,Biomolecule Preservation,,BPG,517
Cairn Biosciences,https://www.cairnbio.com/,San Francisco,,,Live cell assays,,BPG,518
CalBiotech,https://calbiotech.com/,El Cajon,,,Microplate Coating,,BPG,519
CalChem Synthesis,https://www.calchemsynthesis.com/,San Diego,,,Contract Chemistry,,BPG,520
Cala Health,https://calahealth.com/,San Mateo,,,Neurological Device,,BPG,521
CalciMedica,https://calcimedica.com/,La Jolla,,,Small Molecules,,BPG,522
Caldera Medical,https://www.calderamedical.com/,Westlake Village,,,Surgical Implants for Women,,BPG,523
Calico,https://www.calicolabs.com/,South SF,,,Aging treatments,,BPG,524
Calidi Biotherapeutics,https://www.calidibio.com/,San Diego,,,Oncolytic Viruses,,BPG,525
Calyxo,https://calyxoinc.com/,Pleasanton,,,Device for Kidney Stone,,BPG,526
Cambrex Corporation,http://www.cambrex.com,,,,,Cambrex Corporation is a contract manufacturing organization in the pharmaceutical industry.,Wikipedia,527
Camino Pharma,https://www.caminopharma.com/,San Diego,,,Cancer & Brain Therapies,,BPG,528
Canary Medical,https://canarymedical.com/,Carlsbad,,,Implant Data Transmission,,BPG,529
Candid Therapeutics,https://www.candidrx.com/,San Diego,,,Antibodies for Autoimmune Diseases,,BPG,530
Cannabis Science,https://imcannabis.com/,,,,,"Cannabis Science, Inc. is a biotech company based in Irvine, California.",Wikipedia,531
Canon Medical Systems,https://us.medical.canon/,Tustin,,,Medical imaging tech company,,BPG,532
Cantabio Pharmaceuticals,https://www.cantabio.com/,Palo Alto,,,Neurological Therapies,,BPG,533
Capacity Bio,https://www.capacitybio.com/,Los Angeles,,,Mitophagy,,BPG,534
Capienda Biotech,https://capienda.us/,Carlsbad,,,Novel Technology for Drug Discovery,,BPG,535
Capricor Therapeutics,https://www.capricor.com/,San Diego,,,Cell and exosome-based therapies for rare diseases,,BPG,536
Capsida Biotherapeutics,https://capsida.com/,Thousand Oaks,,,AAV Gene Therapy,,BPG,537
Capstan Medical,https://capstanmedical.com/,Santa Cruz,,,Heart Valve Replacement,,BPG,538
Capulus Therapeutics,https://www.capulustx.com/,San Francisco,,,Small Molecules,,BPG,539
Carbiotix,https://carbiotix.com/,Palo Alto,,,Gut Microbiota Testing,,BPG,540
Cardiff Oncology,https://cardiffoncology.com/,San Diego,,,Cancer Therapy,,BPG,541
CardioDiagnostics,https://www.cardiodiagnostics.net/,Campbell,,,Cardiac Monitoring Services & Devices,,BPG,542
CareDx,https://caredx.com/,Brisbane,,,Diagnostics,,BPG,543
Caribou Biosciences,https://www.cariboubio.com/,Berkeley,,,Cellular Engineering Tools (CRISPR),,BPG,544
Carl Zeiss Meditec,https://www.zeiss.com/meditec/en/home.html,Dublin,,,Medical Devices,,BPG,545
Carlsbad Technology,http://carlsbadtech.com/,Carlsbad,,,"Generics, CMO",,BPG,546
Carlsmed,https://carlsmed.com/,Carlsbad,,,Surgical Workflow Platform,,BPG,547
Cartography Biosciences,https://cartography.bio/,South SF,,,Cancer Immunotherapies,,BPG,548
Cassava Sciences,https://www.cassavasciences.com/,,,,,"Cassava Sciences is an American pharmaceutical company based in Austin, Texas.",Wikipedia,549
Catalyst Pharmaceuticals,http://www.catalystpharma.com/,,,,,"Catalyst Pharmaceuticals, Inc. is a biopharmaceutical company based in Coral Gables, Florida, United States.",Wikipedia,550
Catena Biosciences,https://catenabio.com/,Berkeley,,,Next-gen Protein Coupling,,BPG,551
CathWorks,https://cath.works/,Newport Beach,,,Catheter Guidance,,BPG,552
Cel-Sci Corporation,https://cel-sci.com/,,,,,"Cel-Sci Corporation (NYSE American: CVM), is a biotechnology company that tests drugs for the treatment of cancer, autoimmune and infectious diseases through the research and development of immunot...",Wikipedia,553
CeleCor Therapeutics,https://www.celecor.com/,Del Mar,,,Heart attack treatment,,BPG,554
Celestial Therapeutics,https://www.celestialtherapeutics.com/,San Diego,,,Therapeutics based on innate immunity,,BPG,555
Cell Applications,https://cellapplications.com/,San Diego,,,"Primary Cells, Reagents",,BPG,556
Cell Biolabs,https://www.cellbiolabs.com/,San Diego,,,Assays & Reagents,,BPG,557
CellFE,https://www.cellfebiotech.com/,Alameda,,,Intracellular Delivery Platform for Gene-Editing,,BPG,558
CellMP,https://www.cellmp.com/,Menlo Park,,,"Cell Therapy Services, Consulting",,BPG,559
CellMax Life,https://cellmaxlife.com/,Sunnyvale,,,Blood Test for Colon Cancer,,BPG,560
CellSight Technologies,https://cellsighttech.com/,San Francisco,,,Cancer immunotherapy imaging,,BPG,561
CellXLife,https://cellxlife.com/,Los Angeles,,,Cell Therapy,,BPG,562
Cellanome,https://www.cellanome.com/,Foster City,,,Multiomics Platform,,BPG,563
Cellarcus Biosciences,https://www.cellarcus.com/,La Jolla,,,Extracellular Vesicle Analysis Assays,,BPG,564
Cellares,https://www.cellares.com/,San Francisco,,,Cell Therapy Manufacturing Technology,,BPG,565
CellarisBio,https://cellarisbio.com/,San Diego,,,Micro-Tag cell target engagement platform,,BPG,566
Cellastra,https://www.cellastra.com/,San Francisco,,,Anti-scarring gene therapy/peptides,,BPG,567
Celldom,https://www.celldom.com/,San Diego,,,Single-Cell Biology Platform,,BPG,568
Cellecta,https://cellecta.com/,Mountain View,,,"CRISPR and RNAi Genetic Screens, Libraries and Construct; Sequencing; RNA Expression Profiling; Barcode Libraries",,BPG,569
Cellentia,https://www.cellentiabio.com/,Mountain View,,,Custom Bioassays,,BPG,570
Cellgen Diagnostics,https://cellgendx.com/,San Diego,,,Diagnostics,,BPG,571
Cellics Therapeutics,https://www.cellics.com/,San Diego,,,Nanosponge Technology,,BPG,572
Cello Therapeutics,https://cellotherapeutics.com/,San Diego,,,Nanoparticle Delivery Platform,,BPG,573
Cellsonics,https://cellsonics.com/,San Jose,,,Single Cell Sample Prep,,BPG,574
Celltheon,https://celltheon.com/,Union City,,,Protein expression technology,,BPG,575
Celltrio,https://celltrio.com/,Fremont,,,Life Science Robotics,,BPG,576
Cellular Vehicles,https://www.cellularvehicles.com/,San Mateo,,,Process automation platform for cell and gene therapies,,BPG,577
Cellworks,https://cellworks.life/,South SF,,,Biosimulations,,BPG,578
Celprogen,https://celprogen.com/,Torrance,,,Stem cell research and therapeutics products for regenerative medicine,,BPG,579
CenExel Clinical Research,https://cenexelresearch.com/act/,Anaheim,,,Clinical Research,,BPG,580
Cencora,https://www.cencora.com,,,,,"Cencora, Inc., formerly known as AmerisourceBergen, is an American drug wholesale and distribution company and a contract research organization, that was formed by the merger of Bergen Brunswig and...",Wikipedia,581
Cenna Biosciences,https://cennabiosciences.com/,La Jolla,,,Alzheimer's Drugs Targeting Amyloid Beta,,BPG,582
Centivax,https://www.centivax.com/,South SF,,,"Antiinfectives, Antivenoms",,BPG,583
Centricity Vision,https://zeptozone.com/,Carlsbad,,,Cataract Surgery Device,,BPG,584
Centrillion Technologies,https://www.centrilliontech.com/,Palo Alto,,,Genomic Services,,BPG,585
Cepheid,https://www.cepheid.com/en-US.html,Sunnyvale,,,Molecular Diagnostics,,BPG,586
Ceragenix Pharmaceuticals,http://www.highbeam.com/doc/1P1-143172912.html,,,,,"Ceragenix Pharmaceuticals, Inc.",Wikipedia,587
Cerebra AI,https://cerebraai.ai/,Palo Alto,,,AI-driven neuroradiology software for rapid acute ischemic stroke detection,,BPG,588
Cerevel Therapeutics,https://www.cerevel.com,,,,,"Cerevel Therapeutics Holdings, Inc.",Wikipedia,589
Ceribell,https://ceribell.com/,Sunnyvale,,,Fast EEG,,BPG,590
Certis Oncology Solutions,https://www.certisoncology.com/#drug-development,San Diego,,,"Cancer therapy recommendation platform, preclinical CRO",,BPG,591
Cerus,https://www.cerus.com/,Concord,,,"Medical Devices, Biotechnology",,BPG,592
Cessation Therapeutics,https://cessationtherapeutics.com/,San Diego,,,Antibody Therapies for Overdose Reversal,,BPG,593
Chai Discovery,https://www.chaidiscovery.com/,San Francisco,,,AI Antibody Discovery,,BPG,594
Channel Medsystems,https://cerene.com/,Berkeley,,,Endometrial ablation for women with heavy menstrual bleeding,,BPG,595
Chanshow Biotechnology,https://www.chanshow-biotech.com/?_l=en,San Diego,,,Lab Consumables,,BPG,596
Chantibody,https://chantibody.com/home,Menlo Park,,,Antibody discovery platform,,BPG,597
Character Biosciences,https://www.characterbio.com/,Brisbane,,,Clinical genomic and deep phenotyping platform,,BPG,598
ChemDiv,https://www.chemdiv.com/,San Diego,,,"Contract Development, Clinical Trial Monitoring",,BPG,599
Chembridge Corporation,https://chembridge.com/,San Diego,,,Screening Libraries,,BPG,600
Chemveda Life Sciences,https://chemvedals.com/,San Diego,,,Drug Discovery & development Services,,BPG,601
Chimera Bioengineering,https://www.chimera.bio/,South SF,,,CAR-T therapies,,BPG,602
ChromaCode,https://www.chromacode.com/,Carlsbad,,,Real-Time PCR Multiplexing,,BPG,603
Chrysalis Biomedical Advisors,https://chrysalisbiomed.com/,Redwood City,,,Boutique strategy consulting firm,,BPG,604
Cidara Therapeutics,https://www.cidara.com/,San Diego,,,"Small molecules, peptide",,BPG,605
CinderBio,https://www.cinderbio.com/,San Leandro,,,Proteases for proteomics analyses,,BPG,606
Cipherome,https://www.cipherome.com/,San Jose,,,Genetic Screening for Ideal Treatments,,BPG,607
Circle Pharma,https://circlepharma.com/,South SF,,,Macrocyclic Therapeutics,,BPG,608
Cirsium Biosciences,https://cirsiumbio.com/,San Diego,,,Plant-grown Gene Therapy,,BPG,609
