Company Name,Website,City,Address,Company Stage,Focus Areas,Description,Validation_Source,original_index,Google_Address,Google_Name,Google_Website,Confidence_Score,Latitude,Longitude
Linnaeus Bioscience,https://linnaeusbio.com/,San Diego,,,Bacterial Cytological Profiling,,BPG,1262,"3030 Bunker Hill St Ste 201, San Diego, CA 92109, USA",Linnaeus Bioscience Inc.,https://linnaeusbio.com/,0.9999999999999999,32.8037123,-117.2152942
Liquid Biosciences,https://www.liquidbiosciences.com/,Aliso Viejo,,,Bio-analytics platform for multi-omics data integration and advanced biomarker discovery,,BPG,1264,"6B Liberty Ste 230, Aliso Viejo, CA 92656, USA",Liquid Biosciences,http://liquidbiosciences.com/,0.9999999999999999,33.5594602,-117.7286487
List Biological Laboratories,https://listlabs.com/,Campbell,,,"Bacterial Toxins, Contract Manufacturing",,BPG,1265,"540 Division St, Campbell, CA 95008, USA","List Biological Laboratories, Inc.",https://listlabs.com/,0.9999999999999999,37.2625882,-121.960155
Lixte Biotechnology,https://lixte.com/,Pasadena,,,"Small Molecules, Diagnostics",,BPG,1267,"680 E Colorado Blvd Suite 180, Pasadena, CA 91101, USA",Lixte Biotechnology Holdings,http://www.lixte.com/,0.9742857142857143,34.1454451,-118.136577
Locus Biosciences,http://www.locus-bio.com/,,,,,"Locus Biosciences (Locus) is a clinical-stage pharmaceutical company based in Morrisville (Research Triangle Park), North Carolina, founded in 2015 as an NCSU spin‑out.",Wikipedia,1268,"523 Davis Dr, Morrisville, NC 27560, USA","Locus Biosciences, Inc.",http://www.locus-bio.com/,0.7999999999999999,35.8745422,-78.861885
Lonza,https://www.lonza.com/,Vacaville,,,"Small Molecules, Biologics Contract Manufacturing",,BPG,1269,"1000 New Horizons Way, Vacaville, CA 95688, USA",Lonza,https://www.lonza.com/about-us/our-locations/vacaville-ca-usa,0.9999999999999999,38.39075630000001,-121.9477738
Lotus Clinical Research,https://lotuscr.com/,Pasadena,,,Clinical Research,,BPG,1270,"100 W California Blvd #25, Pasadena, CA 91105, USA","Lotus Clinical Research, LLC",http://www.lotuscr.com/contact-us,0.9999999999999999,34.133639,-118.152753
Lumenis,https://lumenis.com/,San Jose,,,Energy-based medical treatments,,BPG,1272,"1735 Technology Dr, San Jose, CA 95110, USA",Lumenis Inc,https://lumenis.com/,0.9999999999999999,37.3672423,-121.9197106
LumiQuick Diagnostics,https://lumiquick.co/,Santa Clara,,,Diagnostics,,BPG,1273,"2946 Scott Blvd, Santa Clara, CA 95054, USA","Lumiquick Diagnostics, Inc",http://www.lumiquick.com/,0.9,37.3752959,-121.9607989
Lumiphore,https://www.lumiphore.com/,Berkeley,,,Chelation for Radiotheranostics,,BPG,1276,"1456 Fourth St C, Berkeley, CA 94710, USA",Lumiphore,https://lumiphore.com/about-us.html,0.9999999999999999,37.8749398,-122.3025253
Lumos Diagnostics,https://lumosdiagnostics.com/,Carlsbad,,,POC Diagnostics,,BPG,1277,"2724 Loker Ave W, Carlsbad, CA 92010, USA",Lumos Diagnostics,http://www.lumosdiagnostics.com/,0.9999999999999999,33.133474,-117.2607225
Luna Diabetes,https://www.lunadiabetes.com/,San Diego,,,Insulin Pump,,BPG,1278,"10070 Mesa Rim Rd, San Diego, CA 92121, USA",Luna Dna,,0.7530769230769231,32.9016332,-117.1778735
Lundbeck Seattle Biopharmaceuticals,https://www.lundbeck.com/us/about-us/lundbeck-in-the-us,,,,,"Lundbeck Seattle Biopharmaceuticals is a pharmaceutical development company based in Bothell, Washington.",Wikipedia,1280,"11804 N Creek Pkwy S, Bothell, WA 98011, USA",Lundbeck Seattle BioPharmaceuticals,https://www.lundbeck.com/us/about-us/lundbeck-in-the-u-s,0.7999999999999999,47.7634842,-122.1813697
LungLife AI,https://lunglifeai.com/,Thousand Oaks,,,Bioseparations Equipment,,BPG,1281,"2545 W Hillcrest Dr #140, Thousand Oaks, CA 91320, USA",LungLife AI,http://lunglifeai.com/,0.9999999999999999,34.18873689999999,-118.9326911
Lusis,https://www.lusisbio.com/,Hayward,,,Diagnostics,,BPG,1282,"3500 Breakwater Ct, Hayward, CA 94545, USA",Lusis Biosciences,http://lusisbio.com/,0.9435294117647058,37.62972269999999,-122.1218204
Lusis Biosciences,https://www.lusisbio.com/,Hayward,,,Benchtop Diagnostics,,BPG,1283,"3500 Breakwater Ct, Hayward, CA 94545, USA",Lusis Biosciences,http://lusisbio.com/,0.9999999999999999,37.62972269999999,-122.1218204
Lycia Therapeutics,https://lyciatx.com/,South SF,,,Lysosomal Targeting Chimeras Targeting Protein Degradation,,BPG,1284,"400 E Jamie Ct #200, South San Francisco, CA 94080, USA",Lycia Therapeutics,https://lyciatx.com/,0.9999999999999999,37.6485077,-122.3862839
Lyell Immunopharma,https://lyell.com/,South SF,,,Curative cell-based immunotherapies,,BPG,1285,"201 Haskins Way, South San Francisco, CA 94080, USA","Lyell Immunopharma, Inc.",http://lyell.com/,0.9999999999999999,37.6492997,-122.3854221
Lygos,https://www.lygos.com/,Hayward,,,Biologically-derived specialty chemicals,,BPG,1286,"25821 Industrial Blvd #300, Hayward, CA 94545, USA","Lygos, Inc",http://www.lygos.com/,0.9999999999999999,37.6335257,-122.1146844
Lynx Biosciences,https://www.lynx.bio/,San Diego,,,Phenotypic profiling and functional characterization of suspension cells,,BPG,1288,"3210 Merryfield Row, San Diego, CA 92121, USA","Lynx Biosciences, Inc.",http://www.lynx.bio/,0.9999999999999999,32.9006146,-117.2350009
MAST Biosurgery,https://mastbio.com/home-us/,San Diego,,,Bioresorbable polymer implants,,BPG,1290,"6749 Top Gun St STE 108, San Diego, CA 92121, USA",Mast Biosurgery,http://www.mastbio.com/,0.9999999999999999,32.9090492,-117.1737026
MAX BioPharma,https://maxbiopharma.com/,Los Angeles,,,Small Molecules,,BPG,1291,"2870 Colorado Ave, Santa Monica, CA 90404, USA","Max Biopharma, Inc",http://www.maxbiopharma.com/,0.9999999999999999,34.0318356,-118.4670243
MBrace Therapeutics,https://mbracetrx.com/,San Diego,,,"Phage-display Antibody Discovery, ADCs",,BPG,1292,"4660 La Jolla Village Dr Suite 950, San Diego, CA 92122, USA",MBrace Therapeutics,http://mbracetrx.com/,0.9999999999999999,32.8747002,-117.2065197
MCLAB,https://mclab.com/,San Francisco,,,"Molecular biology reagents, enzymes, PCR/qPCR kits, cloning kits, protein purification solutions and genomic services",,BPG,1293,"320 Harbor Wy, South San Francisco, CA 94080, USA",MCLAB,http://www.mclab.com/,0.9999999999999999,37.6455218,-122.3995957
MDxHealth,https://mdxhealth.com/,Irvine,,,Molecular Diagnostics,,BPG,1294,"15279 Alton Pkwy STE 100, Irvine, CA 92618, USA",mdxhealth,http://www.mdxhealth.com/,0.9999999999999999,33.6522883,-117.7345213
MP Biomedicals,https://www.mpbio.com/,Irvine,,,Diagnostics & Life Sciences Products,,BPG,1295,"9 Goddard, Irvine, CA 92618, USA",MP Biomedicals,http://www.mpbio.com/,0.8999999999999999,33.6334223,-117.7437971
Machaon Diagnostics,https://www.machaondiagnostics.com/,Berkeley,,,Clinical reference lab,,BPG,1298,"2023 Eighth St, Berkeley, CA 94710, USA","Machaon Diagnostics, Inc.",http://www.machaondiagnostics.com/,0.9999999999999999,37.8674073,-122.2948945
MagQu,https://www.magqu.com/,Milpitas,,,Alzheimer's Diagnostic,,BPG,1300,"517 Fairview Way, Milpitas, CA 95035, USA",Magqu LLC (USA),https://www.magqu.com/,0.9507692307692307,37.4456928,-121.9175039
Magnus Medical,https://www.magnusmed.com/,Burlingame,,,Device for Depression Treatment,,BPG,1303,"1350 Old Bayshore Hwy # 600, Burlingame, CA 94010, USA","Magnus Medical, Inc.",https://www.magnusmed.com/,0.9999999999999999,37.5947114,-122.3639019
Makani Science,https://makaniscience.net/,Irvine,,,Breathing Sensors,,BPG,1305,"5270 California Ave, Irvine, CA 92617, USA",Makani Science,,0.7999999999999999,33.6381195,-117.8491651
Mammoth Biosciences,https://mammoth.bio/,Brisbane,,,"CRISPR, Gene-Editing Therapies",,BPG,1307,"1000 Marina Blvd, Brisbane, CA 94005, USA",Mammoth Biosciences,http://www.mammoth.bio/,0.9999999999999999,37.6744261,-122.3880333
MannKind,https://mannkindcorp.com/,Westlake Village,,,"Inhalable Biologics, Gene Therapy",,BPG,1308,"30930 Russell Ranch Rd #300, Westlake Village, CA 91362, USA",MannKind Corporation,http://mannkindcorp.com/,0.9999999999999999,34.1491376,-118.8004685
Mapp Biopharmaceutical,https://mappbio.com/,San Diego,,,Infectious Disease Treatment,,BPG,1310,"4921 Directors Pl Suite 100, San Diego, CA 92121, USA",Mapp Biopharmaceutical Inc,http://mappbio.com/,0.9999999999999999,32.8942232,-117.2102169
Marin Biologic Laboratories,https://www.marinbio.com/,Novato,,,Contract Services,,BPG,1315,"378 Bel Marin Keys Blvd, Novato, CA 94949, USA","Marin Biologic Laboratories, Inc",http://www.marinbio.com/,0.9999999999999999,38.0743111,-122.5373835
Masimo,https://www.masimo.com/,Irvine,,,Noninvasive patient monitoring,,BPG,1316,"52 Discovery, Irvine, CA 92618, USA",Masimo (IVEMSA USA),http://www.masimo.com/,0.948235294117647,33.662619,-117.756673
Materna Medical,https://www.maternamedical.com/,Mountain View,,,Device to prevent childbirth injuries,,BPG,1317,"Materna Medical, 2495 Hospital Dr #300, Mountain View, CA 94040, USA",Materna Medical,http://www.maternamedical.com/,0.9999999999999999,37.3699608,-122.0822905
MatriSys Bioscience,https://matrisysbio.com/,La Jolla,,,Dermatology & Skin Care,,BPG,1318,"505 Coast S Blvd STE 311, La Jolla, CA 92037, USA",MatriSys Bioscience,http://www.matrisysbio.com/,0.9999999999999999,32.843181,-117.279377
Matrix Biomed,http://matrixbiomed.com/,Irvine,,,Gene therapy for various cancers,,BPG,1320,"2301 Dupont Dr, Irvine, CA 92612, USA",Matrix Biomed,http://matrixbiomed.com/contact/,0.9999999999999999,33.6731429,-117.8568372
Maverix Biomics,https://www.maverixbio.com/,San Mateo,,,Next Generation Sequencing data analysis,,BPG,1322,"1875 S Grant St #700, San Mateo, CA 94402, USA",Maverix Biomics,http://maverixbio.com/,0.8999999999999999,37.5534274,-122.3002172
Mawi DNA Technologies,https://www.mawidna.com/,Pleasanton,,,Non-invasive DNA sampling technology,,BPG,1323,"1252 Quarry Ln # A, Pleasanton, CA 94566, USA",Mawi DNA Technologies,http://mawidna.com/,0.9999999999999999,37.672736,-121.866151
Maxygen (2),https://www.maxygen.com/,Newark,,,Directed evolution services for protein engineering,,BPG,1325,"5600 Mowry School Rd Suite 330, Newark, CA 94560, USA",Maxygen,https://www.maxygen.com/,0.9822222222222222,37.5230725,-121.9907894
Maze Therapeutics,https://mazetx.com/,South SF,,,"Small Molecules, Gene Therapy, Antisense Oligonucleotides, Biologics",,BPG,1327,"171 Oyster Point Blvd STE 300, South San Francisco, CA 94080, USA",Maze Therapeutics,http://www.mazetx.com/,0.9999999999999999,37.6636657,-122.3942501
McGuff Companies,http://www.mcguffpharmaceuticals.com,,,,,"The McGuff Companies consist of three entities: a wholesale distributor of medical supplies, a pharmaceutical manufacturing facility which produces sterile injectables for national and internationa...",Wikipedia,1328,"4040 W Carriage Dr, Santa Ana, CA 92704, USA","McGuff Pharmaceuticals, Inc.",http://www.mcguffpharmaceuticals.com/,0.9500000000000001,33.707864,-117.9246936
McGuff Pharmaceuticals,https://www.mcguffpharmaceuticals.com/,Santa Ana,,,Contract Manufacturing,,BPG,1329,"4040 W Carriage Dr, Santa Ana, CA 92704, USA","McGuff Pharmaceuticals, Inc.",http://www.mcguffpharmaceuticals.com/,0.9999999999999999,33.707864,-117.9246936
McKesson Corporation,https://www.mckesson.com/,,,,,"McKesson Corporation is an American publicly traded company that distributes pharmaceuticals and provides health information technology, medical supplies, and health management tools.",Wikipedia,1330,"3775 Seaport Blvd, West Sacramento, CA 95691, USA",Mckesson,http://www.mckesson.com/,0.9999999999999999,38.5644149,-121.5694858
MeCo Diagnostics,https://mecodiagnostics.com/,San Diego,,,Cancer Molecular Diagnostic,,BPG,1332,"5015 Shoreham Pl, San Diego, CA 92122, USA",MeCo Diagnostics,https://mecodiagnostics.com/contact-us,0.9999999999999999,32.8509663,-117.1846738
Meadowhawk Biolabs,https://www.meadowhawkbiolabs.com/,Hayward,,,Small & Large Molecule CRO,,BPG,1334,"26229 Eden Landing Rd, Hayward, CA 94545, USA","Meadowhawk Biolabs, Inc",https://www.meadowhawkbiolabs.com/,0.9999999999999999,37.6239231,-122.1230609
MedSpark,https://medspark.ms/,San Luis Obispo,,,Medical Device Design & Development,,BPG,1335,"636 Clarion Ct, San Luis Obispo, CA 93401, USA",MedSpark,http://medspark.ms/,0.9999999999999999,35.244443,-120.6477806
Medable,https://www.medable.com/,Palo Alto,,,Clinical Trial Management Software,,BPG,1336,"525 University Ave Suite A70, Palo Alto, CA 94301, USA",Medable,https://www.medable.com/,0.9999999999999999,37.4486535,-122.159393
Medeologix,https://medeologix.com/,San Jose,,,Contract development and manufacturing partner for minimally invasive devices,,BPG,1338,"2200 Zanker Rd, San Jose, CA 95131, USA",Medeologix LLC (Formerly known as Second Source Medical),https://www.medeologix.com/,0.9348148148148149,37.3815456,-121.9167756
Medeor Therapeutics,https://www.medeortx.com/,South SF,,,Cellular Immunotherapy,,BPG,1339,"611 Gateway Blvd Ste 120, South San Francisco, CA 94080, USA",Medeor Therapeutics,http://medeortx.com/,0.9999999999999999,37.65869929999999,-122.4001555
MediPrint Ophthalmics,https://mediprintlens.com/,San Diego,,,Digital Printing on Contact Lenses for Drug Delivery,,BPG,1341,"5310 Eastgate Mall, San Diego, CA 92121, USA","MediPrint Ophthalmics, Inc.",https://mediprintlens.com/,0.9999999999999999,32.8826426,-117.1931673
Medic Life Sciences,https://www.medic-life-sciences.com/,Mountain View,,,3D-tumor based CRISPR functional genomics platform,,BPG,1342,"950 Page Mill Rd, Palo Alto, CA 94304, USA",Medic Life Sciences Inc.,http://www.medic-life-sciences.com/,0.9999999999999999,37.4203649,-122.1463401
Medical Instrument Development Laboratories,https://www.midlabs.com/,San Leandro,,,Ophthalmic devices,,BPG,1343,"557 McCormick St, San Leandro, CA 94577, USA",Medical Instrument Development,https://www.midlabs.com/,0.9999999999999999,37.7242739,-122.1895346
