Company Name,Website,City,Address,Company Stage,Focus Areas,Description,Validation_Source,original_index,Google_Address,Google_Name,Google_Website,Confidence_Score,Latitude,Longitude
AliveGen,https://www.alivegen.com/,Thousand Oaks,,,Ligand Trap,,BPG,154,"810 Lawrence Dr #120, Thousand Oaks, CA 91320, USA","AliveGen USA, Inc.",http://www.alivegen.com/,0.9733333333333333,34.1895932,-118.9291928
Alkahest,https://www.alkahest.com/,San Carlos,,,Aging therapy using blood components,,BPG,156,"125 Shoreway Rd D, San Carlos, CA 94070, USA",Programmable Medicine,http://alkahest.com/,0.792063492063492,37.5204235,-122.2606688
AllCells,https://allcells.com/,Alameda,,,"Cytokines, Stem Cells, Media, etc.",,BPG,157,"1640 S Loop Rd Suite 250, Alameda, CA 94502, USA",AllCells,http://allcells.com/,0.9999999999999999,37.7231439,-122.2395742
Allay Therapeutics,https://www.allaytx.com/,San Jose,,,Multi-week Localized Pain Management,,BPG,158,"2720 Zanker Rd, San Jose, CA 95134, USA",Allay Therapeutics,https://www.allaytx.com/,0.9999999999999999,37.3926485,-121.9266447
Allele Biotechnology,https://allelebiotech.com/,San Diego,,,Molecular Biology Products & Services,,BPG,159,"6404 Nancy Ridge Dr, San Diego, CA 92121, USA",Allele Biotechnology,http://www.allelebiotech.com/,0.9999999999999999,32.8873177,-117.1828235
Allogene Therapeutics,https://allogene.com/,South SF,,,CAR-T,,BPG,162,"210 E Grand Ave., South San Francisco, CA 94080, USA",Allogene Therapeutics,http://www.allogene.com/,0.9999999999999999,37.6537481,-122.3992523
Allucent,https://www.allucent.com/,San Diego,,,Clinical Research Solutions partnering with small & mid-sized biotechs to deliver novel therapies to patients with unmet needs.,,BPG,163,"2000 Centregreen Way suite 300, Cary, NC 27513, USA",Allucent,https://www.allucent.com/,0.7999999999999999,35.8257887,-78.79782139999999
Allvivo Vascular,https://allvivo.com/,Lake Forest,,,Medical device coating,,BPG,164,"20914 Bake Pkwy Suite 100, Lake Forest, CA 92630, USA","Allvivo Vascular, Inc.",https://allvivo.com/,0.9999999999999999,33.658067,-117.698636
Alpha Medical Instruments,http://www.alphamedicalinstruments.com,Mission Viejo,,,Cardiac Balloon Catheter,,BPG,166,"23455 Madero STE B, Mission Viejo, CA 92691, USA",Alpha Medical Instruments,http://www.alphamedicalinstruments.com/,0.9999999999999999,33.6226041,-117.6777861
Alphalyse,https://alphalyse.com/,Palo Alto,,,Protein Characterization Services,,BPG,167,"299 California Ave #200, Palo Alto, CA 94306, USA",Alphalyse Inc,https://alphalyse.com/,0.9999999999999999,37.427426,-122.1437221
Alstem,https://www.alstembio.com/web/,Richmond,,,"IPS Generation, Cell Lines, Cytokines, Proteins, etc.",,BPG,168,"2600 Hilltop Drive B, C328, Richmond, CA 94806, USA",Alstem,http://www.alstembio.com/,0.9999999999999999,37.9832763,-122.3381652
Alta Biomed,https://www.altabiomed.com/,Carlsbad,,,Medical Device Coatings,,BPG,169,"6070 Corte Del Cedro, Carlsbad, CA 92011, USA",Alta Biomed,,0.7999999999999999,33.1257468,-117.2714881
Altaviz,https://www.altaviz.com/,Irvine,,,"Injector Drug Delivery, Implant Delivery Systems",,BPG,171,"13766 Alton Pkwy #143, Irvine, CA 92618, USA",Altaviz,http://www.altaviz.com/,0.9999999999999999,33.662144,-117.707171
AlterG,https://alterg.com/,Fremont,,,Anti-gravity treadmill,,BPG,173,"48368 Milmont Dr, Fremont, CA 94538, USA",AlterG,http://www.alterg.com/,0.9999999999999999,37.4687194,-121.9234619
Alto Neuroscience,https://altoneuroscience.com/,Mountain View,,,AI-derived brain biomarkers for therapeutic matching,,BPG,175,"650 Castro St #450, Mountain View, CA 94041, USA",Alto Neuroscience,https://www.altoneuroscience.com/,0.9999999999999999,37.3880555,-122.0822826
Altos Labs,https://www.altoslabs.com/,Redwood City,,,Cellular Rejuvenation,,BPG,176,"2600 Bridge Pkwy, Redwood City, CA 94065, USA",Altos Labs,https://www.altoslabs.com/,0.9999999999999999,37.5389924,-122.2574274
AltruBio,https://www.altrubio.com/altrubio/en,San Francisco,,,Antibody Therapeutics,,BPG,177,"505 Montgomery St 11th floor, San Francisco, CA 94111, USA","AltruBio, Inc.",http://www.altrubio.com/,0.9999999999999999,37.7939424,-122.403331
Altus Life Science,https://altuslifescience.com/,San Jose,,,Diagnostics & Genetic Tests,,BPG,178,"401 Keyes St, San Jose, CA 95112, USA",Altus Lifescience Inc.,,0.7955555555555557,37.3239208,-121.869779
Aluda Pharmaceuticals,https://aludapharm.com/,Menlo Park,,,Small Molecules,,BPG,179,"1080 Marsh Rd, Menlo Park, CA 94025, USA","Aluda Pharmaceuticals, Inc.",https://aludapharm.com/,0.9999999999999999,37.4808792,-122.1825206
Alumis,https://www.alumis.com/,South SF,,,Autoimmune Treatments,,BPG,181,"280 E Grand Ave., South San Francisco, CA 94080, USA",Alumis,http://alumis.com/,0.9999999999999999,37.6524103,-122.3949582
Alveo Technologies,https://www.alveotechnologies.com/,Alameda,,,Diagnostic Devices,,BPG,183,"1000 Atlantic Ave, Alameda, CA 94501, USA",Alveo Technologies,http://www.alveotechnologies.com/,0.9999999999999999,37.7802047,-122.2672424
Alzheon,http://www.alzheon.com,,,,,"Alzheon is an American clinical-stage biopharmaceutical company based in Framingham, Massachusetts.",Wikipedia,184,"111 Speen St #306, Framingham, MA 01701, USA",Alzheon,http://alzheon.com/,0.7999999999999999,42.3099065,-71.385607
Amador Bioscience,https://www.amadorbioscience.com/,Pleasanton,,,"Consulting, Lab Service, Clinical Trial Management",,BPG,186,"7133 Koll Center Pkwy, Pleasanton, CA 94566, USA",Amador Bioscience,https://www.amadorbioscience.com/,0.9999999999999999,37.6622259,-121.8985009
Amberstone Biosciences,https://amberstonebio.com/,Irvine,,,Solid Tumor Therapies,,BPG,190,"15300 Barranca Pkwy Suite 100 & 250, Irvine, CA 92618, USA",Amberstone Biosciences Inc,http://amberstonebio.com/,0.9999999999999999,33.6560418,-117.7361461
Ambrx,https://ambrx.com/,La Jolla,,,PEGylation,,BPG,191,"10970 N Torrey Pines Rd, La Jolla, CA 92037, USA",Ambrx Inc,http://www.ambrx.com/,0.9999999999999999,32.9038126,-117.2425445
Ambry Genetics,https://www.ambrygen.com/,Aliso Viejo,,,Genetic Testing,,BPG,192,"15 Argonaut, Aliso Viejo, CA 92656, USA",Ambry Genetics,http://www.ambrygen.com/,0.9999999999999999,33.593735,-117.727066
Amgen,https://www.amgen.com/,South SF,,,"Small Molecules, Biologics",,BPG,194,"750 Gateway Blvd Ste 100, South San Francisco, CA 94080, USA",Amgen Inc - SSF,http://www.amgen.com/,0.9507692307692307,37.6603389,-122.395611
Amneal Pharmaceuticals,http://www.amneal.com,,,,,"Amneal Pharmaceuticals, Inc. is an American publicly traded pharmaceutical company that develops, manufactures and distributes generics and specialty pharmaceutical products.",Wikipedia,195,"104 Hippocrates Way, Glasgow, KY 42141, USA",Amneal Pharmaceuticals LLC,http://www.amneal.com/,0.7999999999999999,37.0089033,-85.8993069
Amphastar Pharmaceuticals,https://amphastar.com/,Rancho Cucamonga,,,Generic Small Molecules,,BPG,196,"11570 6th St, Rancho Cucamonga, CA 91730, USA",Amphastar Pharmaceuticals Inc,http://www.amphastar.com/,0.9999999999999999,34.0853071,-117.5520747
Amprion,https://www.ampriondx.com/,San Diego,,,Brain Health Diagnostics,,BPG,200,"10355 Science Center Dr, San Diego, CA 92121, USA",Amprion,https://ampriondx.com/contact/,0.9999999999999999,32.8928889,-117.2302133
Amuza,https://www.amuzainc.com/,San Diego,,,Neuroscience Research Equipment,,BPG,201,"10060 Carroll Canyon Rd #100, San Diego, CA 92131, USA",Amuza Inc,http://www.amuzainc.com/,0.9999999999999999,32.9040119,-117.1101691
AnaBios,https://anabios.com/,San Diego,,,Human Tissue Clinical Testing,,BPG,204,"1155 Island Ave Suite 200, San Diego, CA 92101, USA",AnaBios Corporation,http://www.anabios.com/,0.9999999999999999,32.7101473,-117.1541594
AnaSpec,https://www.anaspec.com/en/,Fremont,,,"Peptides, Antibodies, Reagents",,BPG,205,"34801 Campus Dr, Fremont, CA 94555, USA",Anaspec Inc,http://www.anaspec.com/,0.9999999999999999,37.5469398,-122.068367
AnaptysBio,https://www.anaptysbio.com/,San Diego,,,Antibody Therapeutics,,BPG,207,"10770 Wateridge Cir Ste. 210, San Diego, CA 92121, USA","AnaptysBio, Inc",https://www.anaptysbio.com/,0.9999999999999999,32.9003873,-117.2109196
Anchor Molecular,https://anchormolecular.com/,Pleasanton,,,Quality Controls and Reference Materials,,BPG,208,"7026 Koll Center Pkwy Suite 215 & 211, Pleasanton, CA 94566, USA",Anchor Molecular Inc.,http://www.anchormolecular.com/,0.9999999999999999,37.6627354,-121.9018843
AnchorDx,https://www.anchordx.com/,Fremont,,,High-throughput sequencing platform,,BPG,209,"521 Cottonwood Dr #121, Milpitas, CA 95035, USA",AnchorDX INC.,https://www.anchordx.com/en,0.9999999999999999,37.4058568,-121.9127382
Ancora Heart,https://www.ancoraheart.com/,Santa Clara,,,Cardiac procedures for Mitral Valve Regurgitation,,BPG,211,"4001 Burton Dr, Santa Clara, CA 95054, USA",Ancora Heart,https://www.ancoraheart.com/,0.9999999999999999,37.3899853,-121.9601322
Andromeda Surgical,https://www.andromedasurgical.com/,South SF,,,Surgical Robots,,BPG,212,"2 Tower Pl Suite 1350, South San Francisco, CA 94080, USA",Andromeda Surgical,http://andromedasurgical.com/,0.9999999999999999,37.6671633,-122.3969737
AngioSafe,https://www.angiosafe.com/,San Jose,,,Cardio Intervention Devices,,BPG,216,"6150 Hellyer Ave #150, San Jose, CA 95138, USA","AngioSafe, Inc.",https://angiosafe.com/,0.9999999999999999,37.2566301,-121.77881
Angiocrine Bioscience,https://angiocrinebioscience.com/,San Diego,,,Cellular Therapy,,BPG,217,"11575 Sorrento Valley Rd, San Diego, CA 92121, USA",Angiocrine Bioscience,https://angiocrinebioscience.com/,0.9999999999999999,32.9133134,-117.2309894
Anixa Biosciences,https://www.anixa.com/,San Jose,,,"Diagnostics, CAR-T treatments",,BPG,219,"3150 Almaden Expy, San Jose, CA 95118, USA","Anixa Biosciences, Inc.",https://www.anixa.com/,0.9999999999999999,37.27606129999999,-121.878253
Annexon Biosciences,https://annexonbio.com/,Brisbane,,,Neurodegenerative and autoimmune disorders,,BPG,221,"1400 Sierra Point Pkwy, Brisbane, CA 94005, USA",Annexon Biosciences,http://annexonbio.com/,0.9999999999999999,37.673399,-122.384764
Ansa Biotechnologies,https://ansabio.com/,Emeryville,,,Next Generation DNA Synthesis,,BPG,222,"1198 65th St, Oakland, CA 94608, USA",Ansa Bio,https://ansabio.com/,0.936,37.8475779,-122.2881732
Ansun BioPharma,https://www.ansunbiopharma.com/,San Diego,,,Anti-virals,,BPG,223,"11568 Sorrento Valley Rd, San Diego, CA 92121, USA",Ansun Biopharma,http://www.ansunbiopharma.com/,0.9999999999999999,32.91213,-117.2318024
Antharis Therapeutics,https://www.antharistherapeutics.com/,San Diego,,,Discovery and development of monoclonal antibodies and ADCs,,BPG,225,"6370 Nancy Ridge Dr #112, San Diego, CA 92121, USA",Antharis Therapeutics,https://www.antharistherapeutics.com/,0.9999999999999999,32.8879206,-117.1810013
Antheia,https://antheia.bio/,Menlo Park,,,APIS created from yeast-based fermentation,,BPG,226,"1430 O'Brien Dr, Menlo Park, CA 94025, USA",Antheia,https://antheia.bio/,0.9999999999999999,37.4761493,-122.1443667
Antibodies Incorporated,https://www.antibodiesinc.com/index.html,Davis,,,"Antibodies, Assays, Development Services, Diagnostic kits, etc..",,BPG,228,"25242 Co Rd 95, Davis, CA 95616, USA",Antibodies Incorporated,https://www.antibodiesinc.com/,0.9999999999999999,38.5746803,-121.8640594
Antibody Design Laboratories,https://www.abdesignlabs.com/,San Diego,,,Phage Display Technology,,BPG,229,"4901 Morena Blvd # 203, San Diego, CA 92117, USA",Antibody Design Labs,http://abdesignlabs.com/about-us/,0.9999999999999999,32.8277643,-117.2302696
Antibody Solutions,https://www.antibody.com/,Santa Clara,,,Antibody Development,,BPG,230,"3033 Scott Blvd, Santa Clara, CA 95054, USA",Antibody Solutions,http://www.antibody.com/,0.9999999999999999,37.3776439,-121.961075
Antigen Discovery,https://antigendiscovery.com/,Irvine,,,"Bioinformatics, Genomics, Proteomics",,BPG,231,"1 Technology Dr # E309, Irvine, CA 92618, USA",Antigen Discovery Inc (ADI) / ImmPORT,http://www.antigendiscovery.com/,0.9612121212121211,33.6471366,-117.7332458
Anwita Biosciences,https://www.anwitabio.com/,San Carlos,,,Antibodies & Fusion Proteins,,BPG,234,"300 Industrial Rd, San Carlos, CA 94070, USA",Anwita Biosciences,https://anwitabio.com/,0.9999999999999999,37.5149181,-122.2619063
Apellis Pharmaceuticals,https://apellis.com/,San Francisco,,,Cyclic peptide analog,,BPG,235,"100 5th Ave, Waltham, MA 02451, USA",Apellis,https://apellis.com/,0.7999999999999999,42.3931745,-71.2557349
Apertor Pharmaceuticals,https://apertorpharma.com/,Alameda,,,Molecular glues for therapeutic applications in oncology,,BPG,236,"1640 S Loop Rd Suite 200, Alameda, CA 94502, USA","Apertor Pharmaceuticals, Inc.",https://apertorpharma.com/,0.9999999999999999,37.7231439,-122.2395742
Apeximmune,https://www.apeximmune.com/,Burlingame,,,Immune oncology mABs,,BPG,237,"329 Oyster Point Blvd, South San Francisco, CA 94080, USA",Apeximmune,,0.7999999999999999,37.663627,-122.3894863
Apostle Inc,https://www.apostlebio.com/,Pleasanton,,,Cancer Diagnostics,,BPG,240,"3589 Nevada St, Pleasanton, CA 94566, USA",Apostle Inc,http://apostlebio.com/,0.9999999999999999,37.6669175,-121.8581397
Applied Biomics,https://www.appliedbiomics.com/,Hayward,,,Proteomics services & products,,BPG,241,"23785 Cabot Blvd # 311, Hayward, CA 94545, USA",Applied Biomics,http://www.appliedbiomics.com/,0.9999999999999999,37.6390625,-122.1341699
Applied Cells,https://appliedcells.com/,Santa Clara,,,Cell Separation Technology,,BPG,242,"3350 Scott Blvd Bldg 6, Santa Clara, CA 95054, USA",Applied Cells Inc.,https://appliedcells.com/,0.9999999999999999,37.3782346,-121.9833381
